meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note
GD01870	Naive-mature B cell Absolute Count	Autoimmunity	D015551	3656			EUR	Orrù V	32929287	2020	2	16763452	8	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001409	
GA538	Frequency of needing morning drink of alcohol after heavy drinking session in last year	Alcohol Drinking	D000428	69300			UKB	CTGLAB	31427789	2019	202	9144833	623	https://atlas.ctglab.nl/	
BE052	M51 Other intervertebral disk disorders	Spinal Diseases	D013122	361194	4690.0	356504.0	UKB	Nealelab	Nealelab	2018	1	10816226	1	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859343	
F901181	Pulmonary embolism	Pulmonary Embolism	D011655	376351	9243.0	367108.0	EUR	Kurki MI	36653562	2023	18	20014269	959	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_PULMEMB.gz	
PE07052	lisinopril	Lisinopril	D017706	420531	9781.0	410750.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861554	6	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lisinopril-both_sexes.tsv.bgz	
PE04944	K65 Peritonitis	Peritonitis	D010538	420531	1023.0	419508.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K65-both_sexes.tsv.bgz	
MR32328	Leucine	Leucine	D007930	115074			UKB	Borges CM	IEU-UKB	2020	19	12157229	1100	https://gwas.mrcieu.ac.uk/files/met-d-Leu/met-d-Leu.vcf.gz	
AT592	K01 Embedded and impacted teeth	Tooth, Impacted	D014095	452264	2055.0	450209.0	UKB	Roslin Institute	30349118	2018	2	9124367	3	http://geneatlas.roslin.ed.ac.uk/	
F901576	Polymorphous light eruption	Skin Diseases	D012871	365025	194.0	364831.0	EUR	Kurki MI	36653562	2023	1	20014018	3	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_L12_POLYMORPHLIGHTERUPT.gz	
PA00743	Gas or solid-fuel cooking/heating: An open solid fuel fire that you use regularly in winter time	Household Products	D006795	419247	37387.0	381860.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861552	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6139-both_sexes-3.tsv.bgz	
FG00877	Had major operations	Mortality	D009026	207167	133145.0	74022.0	UKB	Longda Jiang	31768069	2019	1	8523133	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2415.v1.1.fastGWA.gz	
PA01165	Methods of admission to hospital (recoded): Elective admission: Booked	Patient Admission	D010343	1597	733.0	864.0	UKB	Pan-UKB team	Pan-UKB	2022	1	13974469	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41249-both_sexes-1002.tsv.bgz	
FG01931	Age cataract diagnosed	Cataract	D002386	6302			UKB	Longda Jiang	31768069	2019	1	8480598	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/4700.v1.1.fastGWA.gz	
PE05391	Z00 General examination and investigation of persons without complaint or reported diagnosis	Persons	D009272	420531	906.0	419625.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Z00-both_sexes.tsv.bgz	
PE01663	Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT	Depression	D003863	136014	29957.0	106057.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23852725	7	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20547-both_sexes-1.tsv.bgz	
GD00217	Childhood steroid-sensitive nephrotic syndrome	Nephrotic Syndrome	D009404	2132	132.0	2000.0	EUR	Debiec H	29903748	2018	1	5389119	73	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009711	
AT453	H33 Retinal detachments and breaks	Retinal Detachment	D012163	452264	3533.0	448731.0	UKB	Roslin Institute	30349118	2018	5	9124366	50	http://geneatlas.roslin.ed.ac.uk/	
OT047	CD8 T	CD3 Complex	D017252	669			EUR	Roederer M	25772697	2015	1	1098745	5	ftp://twinr-ftp.kcl.ac.uk/ImmuneCellScience/2-GWASResults	no MAF
GD09438	End-stage renal disease in type 2 diabetes	Kidney Failure, Chronic	D007676	2447	371.0	2076.0	EUR	van Zuydam NR	29703844	2018	1	6693883	1	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005885	
MR11091	Pulse rate	Heart Rate	D006339	151546			UKB	Ben Elsworth	IEU-UKB	2018	82	9283623	8767	https://gwas.mrcieu.ac.uk/files/ukb-b-15892/ukb-b-15892.vcf.gz	
MR13009	Types of transport used (excluding work): Cycle	Transportation	D014186	460491	33155.0	427336.0	UKB	Ben Elsworth	IEU-UKB	2018	10	7619752	2808	https://gwas.mrcieu.ac.uk/files/ukb-b-17557/ukb-b-17557.vcf.gz	
OT202	Monokine induced by interferon-gamma (CXCL9)	Chemokine CXCL9	D054370	3685			EUR	Ahola-Olli AV	27989323	2017	1	9676185	72	http://www.computationalmedicine.fi/data#Cytokine_GWAS	no MAF
PE06041	Sinoatrial node dysfunction (Bradycardia)	Sinoatrial Node	D012849	385254	597.0	384657.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861436	25	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.8-both_sexes.tsv.bgz	
FG04207	Treatment/medication code: meloxicam	Meloxicam	D000077239	456276	1293.0	454983.0	UKB	Longda Jiang	34737426	2021	1	11842573	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140926732.v1.0.fastGWA.gz	
FG03066	Hair colour (natural, before greying): Light brown	Hair Color	D006200	455164	185000.0	270164.0	UKB	Longda Jiang	34737426	2021	57	11841963	11348	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1747_3.v1.0.fastGWA.gz	
FG03020	Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)	Leisure Activities	D007899	453838	233765.0	220073.0	UKB	Longda Jiang	34737426	2021	7	11842399	789	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6164_4.v1.0.fastGWA.gz	
GA076	Alcohol intake frequency	Alcohol Drinking	D000428	386082			UKB	CTGLAB	31427789	2019	86	10598572	6330	https://atlas.ctglab.nl/	
GD01708	Unswitched memory B cell %B cell	Leukemia, Lymphocytic, Chronic, B-Cell	D015451	3657			EUR	Orrù V	32929287	2020	1	16763414	11	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001397	
FG02292	Unspecified diffuse connective tissue disease	Mixed Connective Tissue Disease	D008947	456348	2600.0	453748.0	UKB	Longda Jiang	34737426	2021	5	11842584	74	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/709.7_PheCode.v1.0.fastGWA.gz	
GD09648	Glaucoma (primary open-angle)	Glaucoma, Open-Angle	D005902	6072	3281.0	2791.0	UKB	Gharahkhani P	33627673	2021	1	15327369	1	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011769	no MAF
GCST90019042	Complement factor H-related protein 1 levels	Complement Factor H	D017242	402			EUR	Lorés-Motta L	34260947	2021	68	9350526	770	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST900110000/GCST90019042	
FG00250	Treatment/medication code: allopurinol	Allopurinol	D000493	456276	5161.0	451115.0	UKB	Longda Jiang	31768069	2019	17	8521705	3094	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20003_1140875408.v1.1.fastGWA.gz	
PE04911	K11 Diseases of salivary glands	Salivary Gland Diseases	D012466	420531	1157.0	419374.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	6	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K11-both_sexes.tsv.bgz	
CA280	Serum alkaline phosphatase levels	Alkaline Phosphatase	D000469	9733			EUR	Prins B 	28887542	2017	5	17335293	29	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PrinsBP_28887542_GCST005061	no MAF
GD01530	CD3 on Central Memory CD4+ T cell	Chemokines	D018925	2912			EUR	Orrù V	32929287	2020	4	16490936	207	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001841	
PH276	High density lipoprotein	Cholesterol, HDL	D008076	187167			EUR	Willer CJ	24097068	2013	91	2409862	3421	http://csg.sph.umich.edu/abecasis/public/lipids2013/	no MAF
GA022	Duration of moderate activity	Human Activities	D006802	287789			UKB	CTGLAB	31427789	2019	6	10313884	47	https://atlas.ctglab.nl/	
FG04774	Treatment/medication code: clonazepam	Clonazepam	D002998	456276	322.0	455954.0	UKB	Longda Jiang	34737426	2021	2	11842613	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140872150.v1.0.fastGWA.gz	
AT400	I25 Chronic ischaemic heart disease	Myocardial Ischemia	D017202	452264	27772.0	424492.0	UKB	Roslin Institute	30349118	2018	49	9124379	2838	http://geneatlas.roslin.ed.ac.uk/	
GD09426	Type 2 diabetes	Diabetes Mellitus, Type 2	D003924	298957	48286.0	250671.0	UKB	Mahajan A	29632382	2018	58	133712	174	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007517	
F900814	Mitochondrial myopathy	Mitochondrial Myopathies	D017240	373946	98.0	373848.0	EUR	Kurki MI	36653562	2023	6	20014220	9	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_G6_MITOCMY.gz	
F900248	Benign neoplasm: Choroid	Choroid	D002829	377277	1324.0	375953.0	EUR	Kurki MI	36653562	2023	1	20014309	4	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_CD2_BENIGN_CHOROID.gz	
PE05999	Pulmonary heart disease	Pulmonary Heart Disease	D011660	417190	5421.0	411769.0	UKB	Pan-UKB team	Pan-UKB	2022	12	23861545	444	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415-both_sexes.tsv.bgz	
GA418	Non-cancer illness code, self-reported: migraine	Migraine Disorders	D008881	289307	11381.0	277926.0	UKB	CTGLAB	31427789	2019	14	10317747	550	https://atlas.ctglab.nl/	
FG01238	Mean ICVF in superior corona radiata on FA skeleton (right)	Macaca radiata	D008255	12099			UKB	Longda Jiang	31768069	2019	9	8493112	335	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25368.v1.1.fastGWA.gz	
PE01879	Operative procedures - main OPCS4: A38.8 Other specified extirpation of lesion of meninges of brain	Surgical Procedures, Operative	D013514	420531	138.0	420393.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-A388.tsv.bgz	
FG00221	Part of a multiple birth	Multiple Birth Offspring	D009099	449059	10333.0	438726.0	UKB	Longda Jiang	31768069	2019	1	8523600	6	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/1777.v1.1.fastGWA.gz	
FG00767	Job SOC coding: Science and engineering technicians n.e.c.	Job Description	D007587	113841	2518.0	111323.0	UKB	Longda Jiang	31768069	2019	1	8515819	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/22617_3119.v1.1.fastGWA.gz	
AT472	O34 Maternal care for known or suspected abnormality of pelvic organs	Pregnancy Complications	D011248	245494	1647.0	450617.0	UKB	Roslin Institute	30349118	2018	3	9124371	4	http://geneatlas.roslin.ed.ac.uk/	
PE02196	Operative procedures - main OPCS4: H04.1 Panproctocolectomy and ileostomy	Surgical Procedures, Operative	D013514	420531	172.0	420359.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-H041.tsv.bgz	
MR17864	Phospholipids in small VLDL	Cholesterol, VLDL	D015243	115078			UKB	Borges CM	IEU-UKB	2020	65	12157081	10813	https://gwas.mrcieu.ac.uk/files/met-d-S_VLDL_PL/met-d-S_VLDL_PL.vcf.gz	
PH439	Amyotrophic lateral sclerosis	Amyotrophic Lateral Sclerosis	D000690	36052	12577.0	23475.0	EUR	van Rheenen W 	27455348	2017	4	8152735	120	https://www.ebi.ac.uk/gwas/downloads/summary-statistics	no MAF
PE00392	Non-cancer illness code, self-reported: macular degeneration	Macular Degeneration	D008268	420473	245.0	420228.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	25	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1528.tsv.bgz	
FG03919	Fractured bone site(s): Leg	Leg	D007866	453824	2950.0	450874.0	UKB	Longda Jiang	34737426	2021	1	11842701	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6151_2.v1.0.fastGWA.gz	
PE00890	Treatment/medication code: senna product	Herbal Medicine	D029001	420473	136.0	420337.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	4	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141157178.tsv.bgz	
PE04075	Longest period of mania or irritability	Mania	D000087122	32146			UKB	Pan-UKB team	Pan-UKB	2022	1	23311129	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20492-both_sexes.tsv.bgz	
GCST90086043	Asthma	Asthma	D001249	56637	9209.0	47428.0	EUR	Guindo-Martínez M	33893285	2021	2	15118859	1072	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086043	no MAF
PA00476	Z95 Presence of cardiac and vascular implants and grafts	Prosthesis Implantation	D019919	8876	636.0	8240.0	UKB	Pan-UKB team	Pan-UKB	2022	4	15968583	25	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Z95-both_sexes.tsv.bgz	
GD02054	Tumor necrosis factor receptor superfamily member 5 levels	Receptors, Tumor Necrosis Factor	D018124	21758			EUR	Folkersen L	33067605	2020	3	13377106	506	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012065	
PE06473	Known or suspected fetal abnormality affecting management of mother	Mother-Child Relations	D009034	227501	3280.0	224221.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23859568	6	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-655-females.tsv.bgz	
PE06457	Hypertension complicating pregnancy, childbirth, and the puerperium	Hypertension, Pregnancy-Induced	D046110	227501	1216.0	226285.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23859568	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-642-females.tsv.bgz	
GD01899	CCR2 on myeloid Dendritic Cell	Dendritic Cells	D003713	2870			EUR	Orrù V	32929287	2020	2	16466359	519	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002013	
GD01088	Eosinophil counts	Leukocyte Count	D007958	11615			AFR	Chen MH	32888493	2020	1	33601036	7	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002297	
F902222	Systemic sclerosis,strict definition	Mastocytosis, Systemic	D034721	376864	194.0	376670.0	EUR	Kurki MI	36653562	2023	2	20014279	291	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_SYSTSCLE_STRICT.gz	
PE05699	Disorders of calcium/phosphorus metabolism	Phosphorus Metabolism Disorders	D010760	419244	1816.0	417428.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861553	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-275.5-both_sexes.tsv.bgz	
FG00188	Coffee type: Instant coffee	Coffee	D003069	357425	200087.0	157338.0	UKB	Longda Jiang	31768069	2019	7	8526021	439	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/1508_2.v1.1.fastGWA.gz	
PE01301	Types of spread used on bread/crackers: Very low fat polyunsaturated margarine on bread/crackers	Bread	D001939	58890	735.0	58155.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23734928	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20087-both_sexes-171.tsv.bgz	
OT082	Treg (CD39-CD73+)	CD4-Positive T-Lymphocytes	D015496	669			EUR	Roederer M	25772697	2015	1	1100230	52	ftp://twinr-ftp.kcl.ac.uk/ImmuneCellScience/2-GWASResults	no MAF
FG04147	Treatment/medication code: loperamide	Loperamide	D008139	456276	1479.0	454797.0	UKB	Longda Jiang	34737426	2021	1	11842580	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140879464.v1.0.fastGWA.gz	
PE04112	Able to confide	Personality	D010551	408245			UKB	Pan-UKB team	Pan-UKB	2022	13	23861507	860	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2110-both_sexes.tsv.bgz	
PE05763	Dementias	Dementia	D003704	412807	1974.0	410833.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861522	203	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-290.1-both_sexes.tsv.bgz	
AT410	N60 Benign mammary dysplasia	Breast Diseases	D001941	245494	1937.0	450327.0	UKB	Roslin Institute	30349118	2018	6	9124375	27	http://geneatlas.roslin.ed.ac.uk/	
PH211	Waist circumference adjusted for smoking	Waist Circumference	D055105	183591			UKB	Justice AE 	28443625	2017	54	2412536	985	http://www.broadinstitute.org/collaboration/giant/index.php/GIANT_consortium_data_files	no MAF
GA316	Male-specific factors - Hair/balding pattern: Pattern 2	Alopecia	D000505	176380	40625.0	135755.0	UKB	CTGLAB	31427789	2019	50	9851413	3730	https://atlas.ctglab.nl/	
GA169	Age stopped smoking	Smoking	D012907	94873			UKB	CTGLAB	31427789	2019	3	9347772	17	https://atlas.ctglab.nl/	
GD01599	CD25 on IgD- CD24- B cell	Chemokines	D018925	3649			EUR	Orrù V	32929287	2020	2	16761381	92	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001785	
FG01552	Weighted-mean OD in tract corticospinal tract (right)	Pyramidal Tracts	D011712	12098			UKB	Longda Jiang	31768069	2019	1	8493103	7	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25686.v1.1.fastGWA.gz	
PE04767	H11 Other disorders of conjunctiva	Conjunctival Diseases	D003229	420531	915.0	419616.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H11-both_sexes.tsv.bgz	
GD01950	anti-BK polyomavirus antibody measurement	Antibodies	D000906	8555			EUR	Butler-Laporte G	33204752	2020	1	9457469	6	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006885	
F902102	Cleft hard palate NOS	Cleft Palate	D002972	376730	125.0	376605.0	EUR	Kurki MI	36653562	2023	3	20014284	182	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_Q17_CLEFT_HARD_PALATE_NOS.gz	
F900244	Benign neoplasm of breast	Breast Neoplasms	D001943	210870	3574.0	207296.0	EUR	Kurki MI	36653562	2023	2	20006617	104	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_CD2_BENIGN_BREAST.gz	
LD060	Mean hippocampus	Brain	D001921	30717			EUR	ENIGMA	25607358	2015	2	6570864	28	http://enigma.ini.usc.edu/	no MAF
OT041	Stem (CD34+)	Antigens, CD34	D018952	669			EUR	Roederer M	25772697	2015	1	1098745	1	ftp://twinr-ftp.kcl.ac.uk/ImmuneCellScience/2-GWASResults	no MAF
PE02286	Operative procedures - main OPCS4: J74.9 Unspecified endoscopic ultrasound examination of pancreas	Surgical Procedures, Operative	D013514	420531	464.0	420067.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J749.tsv.bgz	
PE00744	Treatment/medication code: selenium product	Pharmaceutical Preparations	D004364	420473	1287.0	419186.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883748.tsv.bgz	
PE01588	Ever felt worried, tense, or anxious for most of a month or longer	Anxiety	D001007	127359	33793.0	93566.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23850918	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20421-both_sexes-20421.tsv.bgz	
F901501	Nummular dermatitis	Dermatitis	D003872	338753	2164.0	336589.0	EUR	Kurki MI	36653562	2023	1	20013454	2	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_L12_DERM_NUMMULAR.gz	
F900310	Benign neoplasm: Oesophagus	Esophageal Neoplasms	D004938	377277	295.0	376982.0	EUR	Kurki MI	36653562	2023	1	20014298	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_CD2_BENIGN_OESOPHAGUS.gz	
F901280	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified	Otorhinolaryngologic Diseases	D010038	302872	19530.0	283342.0	EUR	Kurki MI	36653562	2023	1	20012306	7	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_J10_VOCALLARYNX.gz	
PE06855	aromatase inhibitor|breast cancer	Aromatase	D001141	420531	2058.0	418473.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861554	72	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-aromatase_inhibitor|breast_cancer-both_sexes.tsv.bgz	
FG01608	Inverted temporal signal-to-noise ratio in pre-processed rfMRI	Magnetic Resonance Imaging	D008279	12553			UKB	Longda Jiang	31768069	2019	1	8493445	8	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25743.v1.1.fastGWA.gz	
CA260	Depressive symptoms	Depression	D003863	161460			EUR	Okbay A	27089181	2016	2	6524148	3	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/OkbayA_27089181_GCST003769/DS_Full.txt.gz	
F901040	Other abnormal auditory perceptions	Hearing Disorders	D006311	331997	261.0	331736.0	EUR	Kurki MI	36653562	2023	1	20013287	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_ABNAUDPER.gz	
F901891	Hydrocele	Testicular Hydrocele	D006848	124518	5221.0	119297.0	EUR	Kurki MI	36653562	2023	4	19985982	257	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_HYDROCELE.gz	
