meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note	index	trait_abbr	trait_code
MR33417	Illnesses of siblings: None of the above (group 1)	Siblings	D035781	364971	245626.0	119345.0	UKB	Ben Elsworth	IEU-UKB	2018	17	9584887	431	https://gwas.mrcieu.ac.uk/files/ukb-b-17360/ukb-b-17360.vcf.gz		7127	IOSNOTAG_MR33417	CAUSALdb_IOSNOTAG_MR33417_7127
DB106	Tumor necrosis factor alpha (at exam 7, GEE, adjusted for multivariable)	Tumor Necrosis Factor-alpha	D014409	753			EUR	Benjamin EJ	17903293	2007	6	102774	6	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1166		7128	TNFAAEGAFM_DB106	CAUSALdb_TNFAAEGAFM_DB106_7128
F900382	Melanoma of uvea (controls excluding all cancers)	Melanoma	D008545	300126	242.0	299884.0	EUR	Kurki MI	36653562	2023	1	20012132	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_CD2_UVEAMELANOMA_EXALLC.gz		7129	MOUCEAC_F900382	CAUSALdb_MOUCEAC_F900382_7129
GA437	Treatment/medication code: cod liver oil capsule	Self Care	D012648	280443	22036.0	258407.0	UKB	CTGLAB	31427789	2019	2	10285448	2	https://atlas.ctglab.nl/		7130	TMCCLOC_GA437	CAUSALdb_TMCCLOC_GA437_7130
GA174	Age high blood pressure diagnosed	Hypertension	D006973	92583			UKB	CTGLAB	31427789	2019	10	9330756	162	https://atlas.ctglab.nl/		7131	AHBPD_GA174	CAUSALdb_AHBPD_GA174_7131
GD09096	age at first sexual intercourse measurement	Coitus	D003075	182791			UKB	Mills MC	34211149	2021	85	16291952	6012	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000046	no MAF	7132	AAFSIM_GD09096	CAUSALdb_AAFSIM_GD09096_7132
OT299	Sensitivity / hurt feelings (HURT)	Emotions	D004644	264144			UKB	Nagel M	29500382	2018	29	10846425	3686	https://ctg.cncr.nl/software/summary_statistics	no MAF	7133	SHFH_OT299	CAUSALdb_SHFH_OT299_7133
FG01123	Mean L2 in splenium of corpus callosum on FA skeleton	Corpus Callosum	D003337	12101			UKB	Longda Jiang	31768069	2019	3	8493028	248	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25252.v1.1.fastGWA.gz		7134	MLISOCCOFS_FG01123	CAUSALdb_MLISOCCOFS_FG01123_7134
FG01428	Weighted-mean MO in tract medial lemniscus (right)	Pyramidal Tracts	D011712	12099			UKB	Longda Jiang	31768069	2019	1	8493122	4	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25560.v1.1.fastGWA.gz		7135	WMMITMLR_FG01428	CAUSALdb_WMMITMLR_FG01428_7135
PE02170	Operative procedures - main OPCS4: G43.6 Fibreoptic endoscopic injection therapy to lesion of upper gastrointestinal tract NEC	Upper Gastrointestinal Tract	D041742	420531	254.0	420277.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-G436.tsv.bgz		7136	OPMOGFEITTLOUGTN_PE02170	CAUSALdb_OPMOGFEITTLOUGTN_PE02170_7136
PE06153	Respiratory insufficiency	Respiratory Insufficiency	D012131	407374	2690.0	404684.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861505	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-509.2-both_sexes.tsv.bgz		7137	RI_PE06153	CAUSALdb_RI_PE06153_7137
PE06275	Chronic liver disease and cirrhosis	Liver Cirrhosis	D008103	412292	3890.0	408402.0	UKB	Pan-UKB team	Pan-UKB	2022	5	23861517	157	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-571-both_sexes.tsv.bgz		7138	CLDAC_PE06275	CAUSALdb_CLDAC_PE06275_7138
GD01691	HLA DR on CD33dim HLA DR+ CD11b-	HLA-DR Antigens	D006684	1635			EUR	Orrù V	32929287	2020	7	15606289	2830	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002111		7139	HDOCDHDCB_GD01691	CAUSALdb_HDOCDHDCB_GD01691_7139
GCST90086056	Cardiovascular disease	Cardiovascular Diseases	D002318	56637	15009.0	41628.0	EUR	Guindo-Martínez M	33893285	2021	2	11433010	3	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90086001-GCST90087000/GCST90086056	no MAF	7140	CD_GCST90086056	CAUSALdb_CD_GCST90086056_7140
PE06179	Periapical abscess	Periapical Abscess	D010482	409549	1392.0	408157.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861513	5	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-522.5-both_sexes.tsv.bgz		7141	PA_PE06179	CAUSALdb_PA_PE06179_7141
DB658	Visceral fat by CT (GEE, adjusted for age and sex)	Intra-Abdominal Fat	D050152	653			EUR	Fox CS	17903300	2007	4	102383	5	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=408		7142	VFBCGAFAAS_DB658	CAUSALdb_VFBCGAFAAS_DB658_7142
GD01664	SSC-A on Natural Killer T	Chemokines	D018925	3113			EUR	Orrù V	32929287	2020	2	16569644	7	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002084		7143	SAONKT_GD01664	CAUSALdb_SAONKT_GD01664_7143
FG01772	Reason for reducing amount of alcohol drunk: Other reason	Alcohol Drinking	D000428	169830	89574.0	80256.0	UKB	Longda Jiang	31768069	2019	4	8521780	103	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/2664_5.v1.1.fastGWA.gz		7144	RFRAOADOR_FG01772	CAUSALdb_RFRAOADOR_FG01772_7144
PE04458	Distance between home and job workplace	Workplace	D017132	200868			UKB	Pan-UKB team	Pan-UKB	2022	1	23858568	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-796-both_sexes-irnt.tsv.bgz		7145	DBHAJW_PE04458	CAUSALdb_DBHAJW_PE04458_7145
PE04955	K83 Other diseases of biliary tract	Biliary Tract Diseases	D001660	420531	2591.0	417940.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	24	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K83-both_sexes.tsv.bgz		7146	KODOBT_PE04955	CAUSALdb_KODOBT_PE04955_7146
PE05548	Cancer of other female genital organs (excluding uterus and ovary)	Genital Neoplasms, Female	D005833	207622	533.0	207089.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23858298	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-184.2-females.tsv.bgz		7147	COOFGOEUAO_PE05548	CAUSALdb_COOFGOEUAO_PE05548_7147
GD00612	sodium measurement	Sodium	D012964	446237			UKB	Pazoki R	31409800	2019	78	8739436	4791	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008647		7148	SM_GD00612	CAUSALdb_SM_GD00612_7148
PE06499	Vascular disorders of skin	Skin Diseases, Vascular	D017445	412786	148.0	412638.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861521	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-694.3-both_sexes.tsv.bgz		7149	VDOS_PE06499	CAUSALdb_VDOS_PE06499_7149
F900662	Mental and behavioural disorders due to cannabinoids	Mental Disorders	D001523	371611	939.0	370672.0	EUR	Kurki MI	36653562	2023	1	20014136	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_F5_CANNABIS.gz		7150	MABDDTC_F900662	CAUSALdb_MABDDTC_F900662_7150
GA126	Other eye problems	Eye Diseases	D005128	385424	55810.0	329614.0	UKB	CTGLAB	31427789	2019	2	10598537	171	https://atlas.ctglab.nl/		7151	OEP_GA126	CAUSALdb_OEP_GA126_7151
PE04049	Impact on normal roles during worst period of anxiety	Anxiety	D001007	41979			UKB	Pan-UKB team	Pan-UKB	2022	1	23537653	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20418-both_sexes.tsv.bgz		7152	IONRDWPOA_PE04049	CAUSALdb_IONRDWPOA_PE04049_7152
FG03262	Cereal type: Biscuit cereal (e.g. Weetabix)	Edible Grain	D002523	377801	67149.0	310652.0	UKB	Longda Jiang	34737426	2021	1	11842353	4	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/1468_2.v1.0.fastGWA.gz		7153	CTBCEGW_FG03262	CAUSALdb_CTBCEGW_FG03262_7153
PE05130	Q24 Other congenital malformations of heart	Heart Defects, Congenital	D006330	420531	174.0	420357.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q24-both_sexes.tsv.bgz		7154	QOCMOH_PE05130	CAUSALdb_QOCMOH_PE05130_7154
PE05641	Type 2 diabetes with ketoacidosis	Diabetes Mellitus, Type 2	D003924	396341	160.0	396181.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861450	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.21-both_sexes.tsv.bgz		7155	TDWK_PE05641	CAUSALdb_TDWK_PE05641_7155
GD07932	sex	Sex	D012723	2462132	1301549.0	1160583.0	UKB	Pirastu N	33888908	2021	1	9080	9	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013473		7156	sex_GD07932	CAUSALdb_sex_GD07932_7156
GD09527	COVID-19 (RELEASE 4)	COVID-19	D000086382	1299010	14134.0	1284876.0	EUR	COVID-19 Host Genetics Initiative	32404885	2020	4	11313437	222	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST010001-GCST011000/GCST010776		7157	CR_GD09527	CAUSALdb_CR_GD09527_7157
FG04299	Type of cancer: ICD10: PHESANT recoding	Neoplasms	D009369	456348	998.0	455350.0	UKB	Longda Jiang	34737426	2021	1	11842584	3	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/40006_C341.v1.0.fastGWA.gz		7158	TOCIPR_FG04299	CAUSALdb_TOCIPR_FG04299_7158
PE06541	Osteomyelitis, periostitis, and other infections involving bone	Periostitis	D010522	373119	787.0	372332.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861349	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-710-both_sexes.tsv.bgz		7159	OPAOIIB_PE06541	CAUSALdb_OPAOIIB_PE06541_7159
FG03894	Treatment/medication code: lipitor 10mg tablet	Hypolipidemic Agents	D000960	456276	3258.0	453018.0	UKB	Longda Jiang	34737426	2021	7	11842531	119	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1141146138.v1.0.fastGWA.gz		7160	TMCLMT_FG03894	CAUSALdb_TMCLMT_FG03894_7160
GD09662	aspartate aminotransferase measurement	Aspartate Aminotransferases	D001219	386570			UKB	Ward LD	34315874	2021	263	11810487	35578	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013664	no MAF	7161	AAM_GD09662	CAUSALdb_AAM_GD09662_7161
MR00581	Lung cancer	Lung Neoplasms	D008175	27209	11348.0	15861.0	EUR	Wang Y	24880342	2014	10	8827539	668	https://gwas.mrcieu.ac.uk/files/ieu-a-966/ieu-a-966.vcf.gz		7162	LC_MR00581	CAUSALdb_LC_MR00581_7162
DB502	Total cholesterol / High-density lipoprotein cholesterol ratio (at exam 5, GEE, adjusted for age and sex)	Cholesterol	D002784	1060			EUR	Kathiresan S	17903299	2007	3	103536	3	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=506		7163	TCHDLCRAEGAFAAS_DB502	CAUSALdb_TCHDLCRAEGAFAAS_DB502_7163
PE00273	Non-cancer illness code, self-reported: glaucoma	Glaucoma	D005901	420473	4360.0	416113.0	UKB	Pan-UKB team	Pan-UKB	2022	11	23861554	648	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1277.tsv.bgz		7164	NCICSRG_PE00273	CAUSALdb_NCICSRG_PE00273_7164
MR06625	Happiness	Happiness	D006240	152348			UKB	Ben Elsworth	IEU-UKB	2018	2	9285185	5	https://gwas.mrcieu.ac.uk/files/ukb-b-4062/ukb-b-4062.vcf.gz		7165	Happiness_MR06625	CAUSALdb_Happiness_MR06625_7165
F900522	Carcinoid syndrome	Malignant Carcinoid Syndrome	D008303	362237	249.0	361988.0	EUR	Kurki MI	36653562	2023	1	20013997	5	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_E4_CARCISDR.gz		7166	CS_F900522	CAUSALdb_CS_F900522_7166
PA01117	Apolipoprotein A	Apolipoprotein A-I	D016632	1360			UKB	Pan-UKB team	Pan-UKB	2022	1	13973805	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30630-both_sexes-irnt.tsv.bgz		7167	AA_PA01117	CAUSALdb_AA_PA01117_7167
MR03025	Ever manic/hyper for 2 days	Mania	D000087122	149144	8680.0	140464.0	UKB	Ben Elsworth	IEU-UKB	2018	2	5717001	19	https://gwas.mrcieu.ac.uk/files/ukb-b-15272/ukb-b-15272.vcf.gz		7168	EMHFD_MR03025	CAUSALdb_EMHFD_MR03025_7168
DB664	Waist circumference by CT (GEE, adjusted for age, sex, smoking and menopause)	Waist Circumference	D055105	664			EUR	Fox CS	17903300	2007	3	102414	3	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=414		7169	WCBCGAFASSAM_DB664	CAUSALdb_WCBCGAFASSAM_DB664_7169
PA00311	Weight	Body Weight	D001835	8658			UKB	Pan-UKB team	Pan-UKB	2022	3	15966676	93	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23098-both_sexes-irnt.tsv.bgz		7170	Weight_PA00311	CAUSALdb_Weight_PA00311_7170
PE06075	Peripheral vascular disease	Peripheral Vascular Diseases	D016491	413605	5040.0	408565.0	UKB	Pan-UKB team	Pan-UKB	2022	6	23852015	89	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-443-both_sexes.tsv.bgz		7171	PVD_PE06075	CAUSALdb_PVD_PE06075_7171
FG02138	Average acceleration 01:00 - 01:59	Acceleration	D000054	97140			UKB	Longda Jiang	31768069	2019	2	8518185	41	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/90028.v1.1.fastGWA.gz		7172	AA_FG02138	CAUSALdb_AA_FG02138_7172
PE06913	chlorhexidine/neomycin	Chlorhexidine	D002710	420531	6513.0	414018.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	5	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-chlorhexidine_neomycin-both_sexes.tsv.bgz		7173	CN_PE06913	CAUSALdb_CN_PE06913_7173
PA00774	Leisure/social activities: Pub or social club	Leisure Activities	D007899	419219	115759.0	303460.0	UKB	Pan-UKB team	Pan-UKB	2022	11	23861534	409	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6160-both_sexes-2.tsv.bgz		7174	LSAPOSC_PA00774	CAUSALdb_LSAPOSC_PA00774_7174
AT288	O02 Other abnormal products of conception	Pregnancy Complications	D011248	245494	1400.0	450864.0	UKB	Roslin Institute	30349118	2018	2	9124353	11	http://geneatlas.roslin.ed.ac.uk/		7175	OOAPOC_AT288	CAUSALdb_OOAPOC_AT288_7175
FG00098	Vitamin supplement user	Vitamins	D014815	64001	26193.0	37808.0	UKB	Longda Jiang	31768069	2019	1	8512112	3	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/104670.v1.1.fastGWA.gz		7176	VSU_FG00098	CAUSALdb_VSU_FG00098_7176
MR03495	Intraocular pressure	Intraocular Pressure	D007429	29578			EUR	Springelkamp H	28073927	2017	20	9530095	532	https://gwas.mrcieu.ac.uk/files/ebi-a-GCST004074/ebi-a-GCST004074.vcf.gz	no MAF	7177	IP_MR03495	CAUSALdb_IP_MR03495_7177
MR36788	3mm cylindrical power (left)	Optometry	D009907	95998			UKB	Ben Elsworth	IEU-UKB	2018	7	8950725	377	https://gwas.mrcieu.ac.uk/files/ukb-b-11182/ukb-b-11182.vcf.gz		7178	MCPL_MR36788	CAUSALdb_MCPL_MR36788_7178
F901303	Dentinal caries	Dental Caries	D003731	266914	7680.0	259234.0	EUR	Kurki MI	36653562	2023	1	20010891	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_CARIES_DENTIN.gz		7179	DC_F901303	CAUSALdb_DC_F901303_7179
F902120	Congenital malformations of gallbladder, bile ducts and liver	Bile Ducts	D001652	376374	222.0	376152.0	EUR	Kurki MI	36653562	2023	17	20014275	347	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER.gz		7180	CMOGBDAL_F902120	CAUSALdb_CMOGBDAL_F902120_7180
F900885	Other cataract	Cataract	D002386	330563	17699.0	312864.0	EUR	Kurki MI	36653562	2023	21	20013220	3092	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_CATARACTOTHER.gz		7181	OC_F900885	CAUSALdb_OC_F900885_7181
F901305	Cholangitis (primary sclerosing, PSC)	Cholangitis, Sclerosing	D015209	332618	1715.0	330903.0	EUR	Kurki MI	36653562	2023	6	20013252	1677	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_CHOLANGI.gz		7182	CPSP_F901305	CAUSALdb_CPSP_F901305_7182
GD01320	CD4+ CD8dim T cell Absolute Count	T-Lymphocytes	D013601	3652			EUR	Orrù V	32929287	2020	2	16942710	501	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001609		7183	CCDTCAC_GD01320	CAUSALdb_CCDTCAC_GD01320_7183
PE04949	K74 Fibrosis and cirrhosis of liver	Liver Cirrhosis	D008103	420531	1145.0	419386.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	69	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K74-both_sexes.tsv.bgz		7184	KFACOL_PE04949	CAUSALdb_KFACOL_PE04949_7184
AT497	venous thromboembolic disease	Venous Thromboembolism	D054556	452264	11636.0	440628.0	UKB	Roslin Institute	30349118	2018	15	9124367	1098	http://geneatlas.roslin.ed.ac.uk/		7185	VTD_AT497	CAUSALdb_VTD_AT497_7185
MR24001	Contra-indications for spirometry	Spirometry	D013147	462551			UKB	Ben Elsworth	IEU-UKB	2018	2	9804314	6	https://gwas.mrcieu.ac.uk/files/ukb-b-19206/ukb-b-19206.vcf.gz		7186	CIFS_MR24001	CAUSALdb_CIFS_MR24001_7186
OT340	Alcohol dependency (unrelated genotyped individuals)	Alcoholism	D000437	28757	8485.0	20272.0	UKB	PGC	30482948	2018	1	9107772	4	http://www.med.unc.edu/pgc/	no MAF	7187	ADUGI_OT340	CAUSALdb_ADUGI_OT340_7187
PE05579	Polycythemia vera	Polycythemia Vera	D011087	411135	448.0	410687.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861510	582	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-200.1-both_sexes.tsv.bgz		7188	PV_PE05579	CAUSALdb_PV_PE05579_7188
PE03394	Inpatient record format: UKB SMR 01A (HES)	Transcription Factor HES-1	D000072056	420531	18059.0	402472.0	UKB	Pan-UKB team	Pan-UKB	2022	4	23861553	9	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41253-both_sexes-10.tsv.bgz		7189	IRFUSAH_PE03394	CAUSALdb_IRFUSAH_PE03394_7189
PE03458	Ever had cataract surgery: Right eye only	Family Conflict	D054541	6561	426.0	6135.0	UKB	Pan-UKB team	Pan-UKB	2022	1	20517842	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-5324-both_sexes-2.tsv.bgz		7190	EHCSREO_PE03458	CAUSALdb_EHCSREO_PE03458_7190
FG03252	Qualifications: NVQ or HND or HNC or equivalent	Education	D004493	451597	84091.0	367506.0	UKB	Longda Jiang	34737426	2021	1	11842258	39	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6138_5.v1.0.fastGWA.gz		7191	QNOHOHOE_FG03252	CAUSALdb_QNOHOHOE_FG03252_7191
DB558	Intermediate-density lipoprotein by NMR (at exam 4, GEE, adjusted for age and sex)	Lipoproteins, IDL	D053419	851			EUR	Kathiresan S	17903299	2007	15	103112	15	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=562		7192	IDLBNAEGAFAAS_DB558	CAUSALdb_IDLBNAEGAFAAS_DB558_7192
GD01483	CD28 on CD39+ CD8+ T cell	Chemokines	D018925	2914			EUR	Orrù V	32929287	2020	3	16496165	335	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001897		7193	COCCTC_GD01483	CAUSALdb_COCCTC_GD01483_7193
PE06841	anti-fungal	Genome, Fungal	D016681	420531	47279.0	373252.0	UKB	Pan-UKB team	Pan-UKB	2022	4	23861552	33	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-fungal-both_sexes.tsv.bgz		7194	AF_PE06841	CAUSALdb_AF_PE06841_7194
GD01173	BMI-adjusted leptin measurement	Leptin	D020738	27947			EUR	Yaghootkar H	32917775	2020	5	192996	10	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90007001-GCST90008000/GCST90007324		7195	BALM_GD01173	CAUSALdb_BALM_GD01173_7195
GD09395	Facial morphology	Facial Expression	D005149	10115			EUR	Xiong Z	31763980	2019	1	6944695	7	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009464	no MAF	7196	FM_GD09395	CAUSALdb_FM_GD09395_7196
GD09361	Facial morphology	Facial Expression	D005149	10115			EUR	Xiong Z	31763980	2019	3	6944245	123	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009464	no MAF	7197	FM_GD09361	CAUSALdb_FM_GD09361_7197
MR40669	Illnesses of mother: Chronic bronchitis/emphysema	Family Health	D005192	423692	25314.0	398378.0	UKB	Ben Elsworth	IEU-UKB	2018	4	7234280	118	https://gwas.mrcieu.ac.uk/files/ukb-b-12018/ukb-b-12018.vcf.gz		7198	IOMCBE_MR40669	CAUSALdb_IOMCBE_MR40669_7198
AT518	N00-N08 Glomerular diseases	Glomerulonephritis	D005921	452264	2289.0	449975.0	UKB	Roslin Institute	30349118	2018	3	9124362	3	http://geneatlas.roslin.ed.ac.uk/		7199	NNGD_AT518	CAUSALdb_NNGD_AT518_7199
CA063	Primary biliary cirrhosis	Liver Cirrhosis, Biliary	D008105	13239	2764.0	10475.0	EUR	Alkes	26394269	2015	25	1125879	756	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/CordellHJ_26394269_GCST003129/cordell_2015_26394269_pbc_efo1001486_1_gwas.sumstats.tsv.gz	no MAF	7200	PBC_CA063	CAUSALdb_PBC_CA063_7200
PA01090	Abdominal pain	Abdominal Pain	D015746	420531	47295.0	373236.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861554	10	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-785-both_sexes.tsv.bgz		7201	AP_PA01090	CAUSALdb_AP_PA01090_7201
AT300	other joint disorder	Joint Diseases	D007592	452264	4310.0	447954.0	UKB	Roslin Institute	30349118	2018	1	9124366	2	http://geneatlas.roslin.ed.ac.uk/		7202	OJD_AT300	CAUSALdb_OJD_AT300_7202
FG01096	Mean L1 in superior corona radiata on FA skeleton (right)	Macaca radiata	D008255	12101			UKB	Longda Jiang	31768069	2019	1	8493008	60	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25224.v1.1.fastGWA.gz		7203	MLISCROFSR_FG01096	CAUSALdb_MLISCROFSR_FG01096_7203
PE01613	Ever talked to a health professional about unusual or psychotic experiences	Affective Disorders, Psychotic	D000341	6653	1399.0	5254.0	UKB	Pan-UKB team	Pan-UKB	2022	1	20516072	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20477-both_sexes-20477.tsv.bgz		7204	ETTAHPAUOPE_PE01613	CAUSALdb_ETTAHPAUOPE_PE01613_7204
FG00720	Worked with pesticides: Rarely/never	Workplace	D017132	112580	111895.0	685.0	UKB	Longda Jiang	31768069	2019	2	8512390	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/22614_0.v1.1.fastGWA.gz		7205	WWPRN_FG00720	CAUSALdb_WWPRN_FG00720_7205
GA499	R31 Hematuria	Hematuria	D006417	300791	12191.0	288600.0	UKB	CTGLAB	31427789	2019	9	10356583	436	https://atlas.ctglab.nl/		7206	RH_GA499	CAUSALdb_RH_GA499_7206
DB462	Resistin (GEE, adjusted for age, sex and BMI)	Resistin	D052243	831			EUR	Meigs JB	17903298	2007	2	103010	2	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=466		7207	RGAFASAB_DB462	CAUSALdb_RGAFASAB_DB462_7207
FG01743	Volume of grey matter in Crus II Cerebellum (right)	Cerebellum	D002531	13627			UKB	Longda Jiang	31768069	2019	7	8494542	142	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25905.v1.1.fastGWA.gz		7208	VOGMICICR_FG01743	CAUSALdb_VOGMICICR_FG01743_7208
DB266	Inter-trochanteric buckling ratio (GEE, male, adjussted for multivariable)	Femur	D005269	428			EUR	Kiel DP	17903296	2007	1	101054	1	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1800		7209	ITBRGMAFM_DB266	CAUSALdb_ITBRGMAFM_DB266_7209
