f_tf_name	f_tf_id	f_family	f_protein	f_entrez_id
GTF3A	ENSG00000122034	zf-C2H2	ENSP00000409175.1;ENSP00000389655.1;ENSP00000370532.5;	2971
SMARCC1	ENSG00000173473	MYB	ENSP00000254480.5;	
ELF1	ENSG00000120690	ETS	ENSP00000239882.3;ENSP00000486912.1;ENSP00000489586.1;	1997
ZNF281	ENSG00000162702	zf-C2H2	ENSP00000356321.3;ENSP00000356322.1;ENSP00000294740.2;	23528
ZEB1	ENSG00000148516	zf-C2H2	ENSP00000452787.1;ENSP00000415961.2;ENSP00000391612.2;ENSP00000444891.2;ENSP00000319248.9;ENSP00000453970.1;ENSP00000453559.3;	6935
LITAFD	ENSG00000283516	zf-LITAF-like	ENSP00000489792.1;ENSP00000490685.1;ENSP00000490446.1;	101929989
RXRG	ENSG00000143171	RXR-like	ENSP00000352900.5;ENSP00000482458.1;	6258
ZNF471	ENSG00000196263	zf-C2H2	ENSP00000309161.4;	57573
SCX	ENSG00000260428	bHLH	ENSP00000476384.1;	642658
DPRX	ENSG00000204595	Homeobox	ENSP00000365838.1;	503834
FIZ1	ENSG00000179943	zf-C2H2	ENSP00000465131.1;ENSP00000468342.1;ENSP00000468018.1;ENSP00000221665.2;ENSP00000468529.1;	84922
TP63	ENSG00000073282	P53	ENSP00000392488.1;ENSP00000389485.1;ENSP00000376253.3;ENSP00000264731.3;ENSP00000376254.3;ENSP00000407144.2;ENSP00000346614.5;ENSP00000317510.5;ENSP00000376256.2;ENSP00000387839.1;ENSP00000394337.2;	8626
ZNF536	ENSG00000198597	zf-C2H2	ENSP00000347730.1;ENSP00000465771.1;	9745
ZNF623	ENSG00000183309	zf-C2H2	ENSP00000411139.2;ENSP00000435232.1;ENSP00000445979.1;	9831
HOXC11	ENSG00000123388	Homeobox	ENSP00000446680.1;	3227
ZNF823	ENSG00000197933	zf-C2H2	ENSP00000466840.1;ENSP00000410654.1;ENSP00000340683.5;	55552
NR5A1	ENSG00000136931	SF-like	ENSP00000393245.1;ENSP00000362689.3;ENSP00000362690.4;ENSP00000483309.1;	2516
PRDM16	ENSG00000142611	zf-C2H2	ENSP00000421400.1;ENSP00000425796.1;ENSP00000367643.2;ENSP00000426975.1;ENSP00000270722.5;	63976
ZNF841	ENSG00000197608	zf-C2H2	ENSP00000471190.1;ENSP00000470746.1;ENSP00000374185.4;ENSP00000470100.2;ENSP00000415453.2;	284371
DBX2	ENSG00000185610	Homeobox	ENSP00000331470.6;	440097
DNAJC2	ENSG00000105821	MYB	ENSP00000249270.7;ENSP00000368565.3;	27000
NR4A2	ENSG00000153234	NGFIB-like	ENSP00000415632.1;ENSP00000386747.1;ENSP00000394671.1;ENSP00000385379.2;ENSP00000386993.2;ENSP00000410952.1;ENSP00000344479.4;ENSP00000502739.1;ENSP00000389986.1;	4929
ZNF813	ENSG00000198346	zf-C2H2	ENSP00000379684.4;	126017
ZNF347	ENSG00000197937	zf-C2H2	ENSP00000405218.2;ENSP00000471712.2;ENSP00000334146.6;	84671
ZNF560	ENSG00000198028	zf-C2H2	ENSP00000301480.3;	147741
ZNF226	ENSG00000167380	zf-C2H2	ENSP00000336719.5;ENSP00000465121.1;ENSP00000393265.1;	7769
ZFTA	ENSG00000188070	zf-BED	ENSP00000482180.1;	65998
RCOR1	ENSG00000089902	MYB	ENSP00000262241.5;	
SP6	ENSG00000189120	zf-C2H2	ENSP00000438209.1;ENSP00000340799.2;	80320
ALX1	ENSG00000180318	Homeobox	ENSP00000315417.3;	8092
PAX9	ENSG00000198807	PAX	ENSP00000355245.6;ENSP00000384817.2;ENSP00000501203.1;	5083
IKZF2	ENSG00000030419	zf-C2H2	ENSP00000412869.1;ENSP00000363439.4;ENSP00000396253.1;ENSP00000410447.2;ENSP00000395203.3;ENSP00000342876.2;	22807
ZNF397	ENSG00000186812	zf-C2H2	ENSP00000331577.6;	84307
BBX	ENSG00000114439	HMG	ENSP00000406554.1;ENSP00000403806.1;ENSP00000407662.1;ENSP00000385518.2;ENSP00000413274.1;ENSP00000414673.1;ENSP00000319974.8;ENSP00000408358.2;ENSP00000408297.1;ENSP00000385317.1;ENSP00000385530.1;ENSP00000413320.1;ENSP00000403860.2;	56987
NKX6-3	ENSG00000165066	Homeobox	ENSP00000428361.2;	157848
NKX2-2	ENSG00000125820	Homeobox	ENSP00000366347.4;	4821
HOXB4	ENSG00000182742	Homeobox	ENSP00000328928.5;	
ZNF584	ENSG00000171574	zf-C2H2	ENSP00000471105.1;ENSP00000306756.3;	201514
PITX3	ENSG00000107859	Homeobox	ENSP00000439383.1;ENSP00000359019.3;	
ZNF687	ENSG00000143373	zf-C2H2	ENSP00000336620.5;ENSP00000319829.5;ENSP00000398821.1;	57592
ZNF202	ENSG00000166261	zf-C2H2	ENSP00000432504.1;ENSP00000337724.4;ENSP00000433881.1;	7753
SETDB1	ENSG00000143379	MBD	ENSP00000508664.1;ENSP00000432348.1;ENSP00000509425.1;ENSP00000271640.5;ENSP00000357965.4;	9869
MYSM1	ENSG00000162601	MYB	ENSP00000499686.1;ENSP00000499586.1;ENSP00000418734.1;ENSP00000499373.1;	114803
ZNF648	ENSG00000179930	zf-C2H2	ENSP00000344129.3;ENSP00000501285.1;	127665
TGIF2	ENSG00000118707	Homeobox	ENSP00000476174.1;ENSP00000452878.1;ENSP00000453773.1;ENSP00000362979.3;ENSP00000362981.2;ENSP00000481787.1;ENSP00000498657.1;	60436
REL	ENSG00000162924	RHD	ENSP00000295025.7;ENSP00000496299.1;ENSP00000377989.4;	5966
ZNF845	ENSG00000213799	zf-C2H2	ENSP00000388311.1;ENSP00000470005.1;	91664
MSX2	ENSG00000120149	Homeobox	ENSP00000239243.5;	4488
ZBTB44	ENSG00000196323	ZBTB	ENSP00000435413.2;ENSP00000433457.1;ENSP00000433457.1;ENSP00000436187.2;ENSP00000436187.2;ENSP00000408079.1;ENSP00000434177.1;ENSP00000350574.4;ENSP00000380861.1;ENSP00000432558.1;	29068
EVX2	ENSG00000174279	Homeobox	ENSP00000312385.4;	344191
TCFL5	ENSG00000101190	bHLH	ENSP00000217162.5;ENSP00000334294.3;	10732
JUNB	ENSG00000171223	TF_bZIP	ENSP00000303315.4;	3726
ZNF573	ENSG00000189144	zf-C2H2	ENSP00000340171.4;ENSP00000440464.2;ENSP00000375983.1;	126231
ZNF639	ENSG00000121864	zf-C2H2	ENSP00000418766.1;ENSP00000325634.3;ENSP00000477626.1;ENSP00000419650.1;ENSP00000417740.1;	51193
ZNF10	ENSG00000256223	zf-C2H2	ENSP00000248211.6;ENSP00000384893.2;ENSP00000393814.2;	7556
TERF1	ENSG00000147601	MYB	ENSP00000503453.1;ENSP00000504470.1;ENSP00000276603.5;ENSP00000276602.6;	7013
MTA1	ENSG00000182979	zf-GATA	ENSP00000385702.1;ENSP00000384180.1;ENSP00000333633.7;ENSP00000394106.1;ENSP00000393438.1;	9112
ZBED6	ENSG00000257315	zf-BED	ENSP00000447879.1;	100381270
ZNF641	ENSG00000167528	zf-C2H2	ENSP00000394627.3;ENSP00000449974.1;ENSP00000437832.2;ENSP00000301042.3;	121274
HSFX2	ENSG00000268738	HSF	ENSP00000469223.1;	100130086
NKX6-1	ENSG00000163623	Homeobox	ENSP00000295886.3;ENSP00000449761.2;	4825
ZSCAN30	ENSG00000186814	zf-C2H2	ENSP00000392371.2;ENSP00000480152.1;ENSP00000329738.4;ENSP00000491237.1;	100101467
RFX6	ENSG00000185002	RFX	ENSP00000332208.2;	222546
E2F5	ENSG00000133740	E2F	ENSP00000414312.2;ENSP00000398124.2;ENSP00000256117.6;	1875
ZNF746	ENSG00000181220	zf-C2H2	ENSP00000493970.1;ENSP00000508891.1;ENSP00000395007.3;ENSP00000345140.3;	155061
KLF10	ENSG00000155090	zf-C2H2	ENSP00000285407.6;ENSP00000379222.3;	7071
GATA3	ENSG00000107485	zf-GATA	ENSP00000341619.3;ENSP00000368632.3;	2625
RELB	ENSG00000104856	RHD	ENSP00000423287.1;ENSP00000221452.7;ENSP00000485826.1;	5971
GATAD2B	ENSG00000143614	zf-GATA	ENSP00000489309.1;ENSP00000489595.1;ENSP00000489184.1;ENSP00000357644.4;	57459
FOXL1	ENSG00000176678	Fork_head	ENSP00000326272.3;ENSP00000472376.1;	2300
FOXB2	ENSG00000204612	Fork_head	ENSP00000365898.1;	442425
PKNOX2	ENSG00000165495	Homeobox	ENSP00000298282.8;	63876
NCOA1	ENSG00000084676	bHLH	ENSP00000288599.5;ENSP00000385216.1;ENSP00000385097.1;ENSP00000320940.5;ENSP00000379197.3;	8648
SPIC	ENSG00000166211	ETS	ENSP00000448580.1;	121599
BCL11A	ENSG00000119866	zf-C2H2	ENSP00000351307.5;ENSP00000349300.4;ENSP00000338774.7;ENSP00000496168.1;	53335
ZNF732	ENSG00000186777	zf-C2H2	ENSP00000478210.1;ENSP00000415774.1;	654254
ZNF251	ENSG00000198169	zf-C2H2	ENSP00000292562.7;	90987
FOSB	ENSG00000125740	TF_bZIP	ENSP00000468482.1;ENSP00000466530.1;ENSP00000465552.1;ENSP00000485018.1;ENSP00000468207.1;ENSP00000245919.3;ENSP00000465528.1;	2354
STAT1	ENSG00000115415	STAT	ENSP00000501225.1;ENSP00000501185.1;ENSP00000501159.1;ENSP00000501120.1;ENSP00000354394.4;ENSP00000402548.2;ENSP00000500982.1;ENSP00000501127.1;ENSP00000501164.1;ENSP00000376136.3;ENSP00000501115.1;ENSP00000386244.1;ENSP00000376137.2;ENSP00000438703.2;ENSP00000501289.1;ENSP00000388240.2;ENSP00000501145.1;	6772
ZNF426	ENSG00000130818	zf-C2H2	ENSP00000253115.1;ENSP00000468100.1;ENSP00000439017.1;	79088
ZNF146	ENSG00000167635	zf-C2H2	ENSP00000392095.1;ENSP00000400391.1;	7705
ZNF219	ENSG00000165804	zf-C2H2	ENSP00000388558.2;ENSP00000354206.3;ENSP00000450609.1;ENSP00000451969.1;ENSP00000450900.1;ENSP00000450803.1;ENSP00000392401.2;ENSP00000451212.1;ENSP00000451890.1;	51222
TAL2	ENSG00000186051	bHLH	ENSP00000334547.3;	6887
ZNF444	ENSG00000167685	zf-C2H2	ENSP00000468069.1;ENSP00000338860.3;	55311
BARX1	ENSG00000131668	Homeobox	ENSP00000253968.5;ENSP00000385613.1;	56033
ZSCAN9	ENSG00000137185	zf-C2H2	ENSP00000433402.1;ENSP00000404074.2;ENSP00000252207.5;ENSP00000436166.1;	7746
PROX1	ENSG00000117707	HPD	ENSP00000420283.2;ENSP00000261454.4;ENSP00000400694.1;ENSP00000355925.4;	5629
SP4	ENSG00000105866	zf-C2H2	ENSP00000496957.1;ENSP00000222584.3;	6671
ZNF662	ENSG00000182983	zf-C2H2	ENSP00000405047.2;ENSP00000329264.6;	389114
ZNF16	ENSG00000170631	zf-C2H2	ENSP00000484504.1;ENSP00000378369.2;ENSP00000276816.4;	7564
ZNF493	ENSG00000196268	zf-C2H2	ENSP00000347691.4;ENSP00000376110.2;	284443
ARID1A	ENSG00000117713	ARID	ENSP00000390317.3;ENSP00000387636.2;ENSP00000489842.1;ENSP00000320485.7;ENSP00000363267.2;	8289
WT1	ENSG00000184937	zf-C2H2	ENSP00000368370.2;ENSP00000331327.5;ENSP00000492269.3;ENSP00000435624.1;ENSP00000491984.2;ENSP00000435307.1;ENSP00000415516.5;ENSP00000413452.5;	7490
DMRTA2	ENSG00000142700	DM	ENSP00000399370.1;ENSP00000383909.3;	63950
HELT	ENSG00000187821	bHLH	ENSP00000343464.4;ENSP00000426033.1;ENSP00000422140.1;	391723
ZNF341	ENSG00000131061	zf-C2H2	ENSP00000344308.2;ENSP00000432933.1;ENSP00000364346.1;	84905
ZNF506	ENSG00000081665	zf-C2H2	ENSP00000468206.1;ENSP00000468150.1;ENSP00000393835.2;ENSP00000440625.1;ENSP00000408892.1;	440515
ZNF212	ENSG00000170260	zf-C2H2	ENSP00000338572.2;	7988
HOXD4	ENSG00000170166	Homeobox	ENSP00000302548.3;	3233
ZNF222	ENSG00000159885	zf-C2H2	ENSP00000187879.6;ENSP00000375822.2;	7673
ZNF664	ENSG00000179195	zf-C2H2	ENSP00000337320.4;ENSP00000441405.1;ENSP00000440645.1;ENSP00000376205.3;	144348
NKX2-1	ENSG00000136352	Homeobox	ENSP00000346879.6;ENSP00000429607.2;ENSP00000429519.4;ENSP00000428341.1;	7080
TFDP2	ENSG00000114126	E2F	ENSP00000418971.1;ENSP00000418122.1;ENSP00000439782.2;ENSP00000418590.1;ENSP00000417585.1;ENSP00000417726.1;ENSP00000420616.1;ENSP00000420599.1;ENSP00000417220.1;ENSP00000419036.1;	7029
EGR3	ENSG00000179388	zf-C2H2	ENSP00000430310.1;ENSP00000318057.2;	1960
ZBTB20	ENSG00000181722	ZBTB	ENSP00000420324.1;ENSP00000420324.1;ENSP00000419902.1;ENSP00000419902.1;ENSP00000419153.1;ENSP00000419153.1;ENSP00000418092.1;ENSP00000418092.1;ENSP00000501561.1;ENSP00000501561.1;ENSP00000417307.1;ENSP00000377375.2;ENSP00000420684.1;ENSP00000502480.1;ENSP00000349803.3;	26137
NFE2L1	ENSG00000082641	TF_bZIP	ENSP00000461960.1;ENSP00000354855.3;ENSP00000355190.3;ENSP00000445811.1;ENSP00000350072.5;ENSP00000464446.1;ENSP00000463291.1;	4779
HESX1	ENSG00000163666	Homeobox	ENSP00000498190.1;ENSP00000295934.3;	8820
NPAS2	ENSG00000170485	bHLH	ENSP00000338283.5;ENSP00000395265.1;ENSP00000397595.2;ENSP00000388528.1;	4862
HMGA1	ENSG00000137309	HMGA	ENSP00000363230.3;ENSP00000399888.1;ENSP00000385693.2;ENSP00000288245.9;ENSP00000308227.4;	3159
ZNF627	ENSG00000198551	zf-C2H2	ENSP00000354414.4;	199692
FOSL2	ENSG00000075426	TF_bZIP	ENSP00000368939.1;ENSP00000396497.1;ENSP00000264716.4;	2355
BAZ2B	ENSG00000123636	MBD	ENSP00000393565.1;ENSP00000376533.1;ENSP00000376534.2;	29994
ZNF274	ENSG00000171606	zf-C2H2	ENSP00000321187.5;ENSP00000321209.5;ENSP00000484810.1;ENSP00000409872.3;ENSP00000478533.1;	10782
SNAPC4	ENSG00000165684	MYB	ENSP00000510559.1;ENSP00000298532.2;ENSP00000490037.2;	6621
NKX1-1	ENSG00000235608	Homeobox	ENSP00000407978.2;	54729
SIX6	ENSG00000184302	Homeobox	ENSP00000328596.5;	4990
ZNF613	ENSG00000176024	zf-C2H2	ENSP00000375671.3;ENSP00000490115.1;ENSP00000293471.5;	79898
PROP1	ENSG00000175325	Homeobox	ENSP00000311290.2;	5626
WDHD1	ENSG00000198554	HMG	ENSP00000353793.3;ENSP00000399349.2;	11169
FOXO3	ENSG00000118689	Fork_head	ENSP00000385824.1;ENSP00000339527.6;	2309
MEF2D	ENSG00000116604	SRF	ENSP00000476788.1;ENSP00000271555.5;ENSP00000353803.3;ENSP00000477413.1;	4209
OVOL2	ENSG00000125850	zf-C2H2	ENSP00000278780.5;	58495
LHX1	ENSG00000273706	Homeobox	ENSP00000477829.1;	3975
E4F1	ENSG00000167967	zf-C2H2	ENSP00000456760.1;ENSP00000301727.4;ENSP00000454652.1;ENSP00000457672.1;	1877
ZNF766	ENSG00000196214	zf-C2H2	ENSP00000468950.1;ENSP00000409652.1;	90321
SOX4	ENSG00000124766	HMG	ENSP00000244745.1;	6659
ATF6	ENSG00000118217	TF_bZIP	ENSP00000505875.1;ENSP00000505025.1;ENSP00000506559.1;ENSP00000505998.1;ENSP00000506087.1;ENSP00000505583.1;ENSP00000505321.1;ENSP00000356919.3;ENSP00000504865.1;ENSP00000506149.1;ENSP00000505474.1;ENSP00000506139.1;	22926
ZNF43	ENSG00000198521	zf-C2H2	ENSP00000347045.4;ENSP00000470275.1;ENSP00000350085.7;ENSP00000469645.1;ENSP00000469578.1;	7594
IRX3	ENSG00000177508	Homeobox	ENSP00000331608.3;	79191
KLF18	ENSG00000283039	zf-C2H2	ENSP00000489024.1;	105378952
FOXA3	ENSG00000170608	Fork_head	ENSP00000304004.1;	
HLF	ENSG00000108924	TF_bZIP	ENSP00000461455.1;ENSP00000460572.1;ENSP00000402496.2;ENSP00000460296.1;ENSP00000226067.5;	3131
ZNF517	ENSG00000197363	zf-C2H2	ENSP00000432025.1;ENSP00000353058.3;ENSP00000435166.1;	340385
ZNF891	ENSG00000214029	zf-C2H2	ENSP00000499213.1;ENSP00000437590.1;	101060200
ZNF546	ENSG00000187187	zf-C2H2	ENSP00000469540.1;ENSP00000339823.3;	339327
HOMEZ	ENSG00000215271	Homeobox	ENSP00000453979.1;ENSP00000501153.1;ENSP00000475307.3;ENSP00000350049.4;	57594
FOXF1	ENSG00000103241	Fork_head	ENSP00000262426.4;	2294
ZNF300	ENSG00000145908	zf-C2H2	ENSP00000274599.5;ENSP00000397178.2;ENSP00000377773.2;ENSP00000392593.2;	91975
TFEB	ENSG00000112561	bHLH	ENSP00000377824.1;ENSP00000396168.2;ENSP00000383998.3;ENSP00000351742.2;ENSP00000343948.7;ENSP00000502927.1;ENSP00000384203.4;ENSP00000362124.1;ENSP00000400276.2;ENSP00000503069.1;ENSP00000230323.4;ENSP00000393874.2;ENSP00000410391.2;ENSP00000412551.2;ENSP00000504359.1;ENSP00000406491.2;	7942
RUNX1	ENSG00000159216	Runt	ENSP00000409227.1;ENSP00000388189.1;ENSP00000501943.1;ENSP00000382184.1;ENSP00000351123.5;ENSP00000340690.4;ENSP00000300305.3;ENSP00000382182.2;	861
DMRTC2	ENSG00000142025	DM	ENSP00000472159.1;ENSP00000472488.1;ENSP00000470553.1;ENSP00000469525.1;ENSP00000269945.2;ENSP00000472215.1;	63946
ZBTB37	ENSG00000185278	ZBTB	ENSP00000415293.1;ENSP00000415293.1;ENSP00000356674.4;	84614
RFX5	ENSG00000143390	RFX	ENSP00000398666.1;ENSP00000376502.3;ENSP00000399095.1;ENSP00000290524.4;ENSP00000389130.2;ENSP00000357864.2;ENSP00000409187.1;ENSP00000390769.1;ENSP00000387618.1;	5993
IRX6	ENSG00000159387	Homeobox	ENSP00000290552.8;	79190
GBX1	ENSG00000164900	Homeobox	ENSP00000297537.4;	2636
CPHXL	ENSG00000283755	Homeobox	ENSP00000491599.1;	
ZBTB8A	ENSG00000160062	ZBTB	ENSP00000362609.3;ENSP00000362609.3;ENSP00000317561.4;	653121
ISL1	ENSG00000016082	Homeobox	ENSP00000422676.1;ENSP00000230658.7;	3670
ZNF134	ENSG00000213762	zf-C2H2	ENSP00000379464.4;	7693
IKZF1	ENSG00000185811	zf-C2H2	ENSP00000349928.4;ENSP00000478368.1;ENSP00000413025.1;ENSP00000494055.1;ENSP00000396554.1;ENSP00000352123.5;ENSP00000342750.5;ENSP00000331614.3;	10320
BHLHE22	ENSG00000180828	bHLH	ENSP00000318799.1;	27319
NPAS4	ENSG00000174576	bHLH	ENSP00000311196.2;ENSP00000492526.1;ENSP00000433135.1;	266743
ZNF333	ENSG00000160961	zf-C2H2	ENSP00000292530.5;	84449
ZNF831	ENSG00000124203	zf-C2H2	ENSP00000360069.2;ENSP00000490240.1;	128611
EN1	ENSG00000163064	Homeobox	ENSP00000295206.5;	2019
ZNF737	ENSG00000237440	zf-C2H2	ENSP00000471995.1;ENSP00000395733.3;ENSP00000471784.1;	100129842
ZNF296	ENSG00000170684	zf-C2H2	ENSP00000302770.1;	
HOXC8	ENSG00000037965	Homeobox	ENSP00000040584.4;	3224
ZNF705E	ENSG00000214534	zf-C2H2	ENSP00000492790.1;	100131539
STAT5A	ENSG00000126561	STAT	ENSP00000504449.1;ENSP00000503262.1;ENSP00000464730.3;ENSP00000465437.1;ENSP00000504833.1;ENSP00000503304.1;ENSP00000341208.4;ENSP00000503484.1;ENSP00000468749.1;ENSP00000443107.1;	6776
MIER3	ENSG00000155545	MYB	ENSP00000370624.3;ENSP00000370596.3;ENSP00000370611.3;ENSP00000386584.1;	166968
TEAD2	ENSG00000074219	TEA	ENSP00000469640.2;ENSP00000366419.4;ENSP00000310701.1;ENSP00000469672.1;ENSP00000472109.1;	8463
ZNF331	ENSG00000130844	zf-C2H2	ENSP00000427439.1;ENSP00000425517.2;ENSP00000393817.1;ENSP00000497652.1;ENSP00000423156.1;ENSP00000498006.1;ENSP00000496977.1;ENSP00000421728.1;ENSP00000497263.1;ENSP00000497726.1;ENSP00000421014.1;ENSP00000253144.9;ENSP00000427532.1;	55422
TCF23	ENSG00000163792	bHLH	ENSP00000296096.5;	150921
HOXD11	ENSG00000128713	Homeobox	ENSP00000249504.5;	3237
SP3	ENSG00000172845	zf-C2H2	ENSP00000498392.2;ENSP00000413665.1;ENSP00000498794.1;ENSP00000406140.3;ENSP00000310301.6;ENSP00000499057.1;	6670
HNF1B	ENSG00000275410	Homeobox	ENSP00000480291.1;ENSP00000477524.1;ENSP00000482711.1;ENSP00000482529.1;	6928
ZNF781	ENSG00000196381	zf-C2H2	ENSP00000351391.2;ENSP00000466370.2;	163115
SIX1	ENSG00000126778	Homeobox	ENSP00000494686.1;	6495
ZNF701	ENSG00000167562	zf-C2H2	ENSP00000301093.2;ENSP00000444339.1;ENSP00000375662.2;	55762
HIVEP2	ENSG00000010818	zf-C2H2	ENSP00000012134.2;ENSP00000356575.2;ENSP00000356576.1;	3097
ZNF214	ENSG00000149050	zf-C2H2	ENSP00000445373.1;ENSP00000278314.4;	7761
PAX3	ENSG00000135903	PAX	ENSP00000258387.5;ENSP00000343052.4;ENSP00000375921.2;ENSP00000386817.3;ENSP00000386750.3;ENSP00000375922.3;ENSP00000338767.5;ENSP00000342092.4;	5077
MSGN1	ENSG00000151379	bHLH	ENSP00000281047.3;	343930
TADA2A	ENSG00000276234	MYB	ENSP00000480446.1;ENSP00000481890.1;ENSP00000477709.1;ENSP00000478363.1;ENSP00000478162.1;ENSP00000484884.1;ENSP00000481091.1;	6871
SIX2	ENSG00000170577	Homeobox	ENSP00000304502.6;	10736
USF1	ENSG00000158773	bHLH	ENSP00000435005.1;ENSP00000433041.1;ENSP00000356998.1;ENSP00000357000.3;ENSP00000356999.1;	7391
ZNF484	ENSG00000127081	zf-C2H2	ENSP00000364645.3;ENSP00000378882.4;ENSP00000378881.3;ENSP00000364646.3;	83744
TPRX1	ENSG00000178928	Homeobox	ENSP00000323455.3;ENSP00000438712.1;ENSP00000438832.1;	284355
HOXA6	ENSG00000106006	Homeobox	ENSP00000222728.3;	3203
MYRF	ENSG00000124920	NDT80_PhoG	ENSP00000265460.5;ENSP00000278836.4;ENSP00000502795.1;	745
KLF11	ENSG00000172059	zf-C2H2	ENSP00000442722.1;ENSP00000307023.1;ENSP00000444690.1;	8462
ZBTB34	ENSG00000177125	ZBTB	ENSP00000317534.4;ENSP00000317534.4;ENSP00000362551.2;	403341
VSX1	ENSG00000100987	Homeobox	ENSP00000386612.2;ENSP00000365897.3;ENSP00000387720.2;ENSP00000401690.3;ENSP00000387069.2;ENSP00000365899.3;	30813
MEIOSIN	ENSG00000237452	HMG	ENSP00000402674.3;	388553
ZNF100	ENSG00000197020	zf-C2H2	ENSP00000351042.5;ENSP00000445201.3;	163227
ZBTB49	ENSG00000168826	ZBTB	ENSP00000338807.4;ENSP00000338807.4;ENSP00000422321.1;ENSP00000425747.1;ENSP00000426765.1;ENSP00000424525.1;ENSP00000421654.1;	166793
SMAD6	ENSG00000137834	MH1	ENSP00000288840.5;ENSP00000452955.1;	4091
RAX2	ENSG00000173976	Homeobox	ENSP00000450687.2;ENSP00000450456.3;	84839
BNC1	ENSG00000169594	zf-C2H2	ENSP00000307041.2;ENSP00000456727.1;	646
MBD4	ENSG00000129071	MBD	ENSP00000422327.1;ENSP00000424873.1;ENSP00000394080.2;ENSP00000249910.1;	8930
HES4	ENSG00000188290	bHLH	ENSP00000425085.1;ENSP00000393198.2;ENSP00000304595.7;	57801
ZNF180	ENSG00000167384	zf-C2H2	ENSP00000221327.3;ENSP00000375818.3;ENSP00000468021.1;	7733
CSDE1	ENSG00000009307	CSD	ENSP00000508965.1;ENSP00000510298.1;ENSP00000510656.1;ENSP00000437159.2;ENSP00000342408.6;ENSP00000508851.1;ENSP00000510208.1;ENSP00000508885.1;ENSP00000509282.1;ENSP00000509507.1;ENSP00000435185.1;ENSP00000509918.1;ENSP00000509826.1;ENSP00000509882.1;ENSP00000508874.1;ENSP00000510064.1;ENSP00000508430.1;ENSP00000508872.1;ENSP00000509565.1;ENSP00000509808.1;ENSP00000358543.1;ENSP00000407724.3;ENSP00000510442.1;ENSP00000510521.1;ENSP00000431297.1;ENSP00000261443.5;ENSP00000509119.1;ENSP00000508578.1;ENSP00000481762.1;ENSP00000510042.1;ENSP00000510376.1;ENSP00000432958.1;ENSP00000509966.1;ENSP00000508489.1;ENSP00000508776.1;ENSP00000508995.1;ENSP00000351329.4;	7812
DLX5	ENSG00000105880	Homeobox	ENSP00000475008.1;ENSP00000498116.1;	1749
ZNF177	ENSG00000188629	zf-C2H2	ENSP00000468531.1;ENSP00000341497.3;	7730
NFIB	ENSG00000147862	CTF_NFI	ENSP00000370346.3;ENSP00000490762.1;ENSP00000496424.1;ENSP00000442888.1;ENSP00000489634.1;ENSP00000380709.2;ENSP00000490588.1;ENSP00000370321.4;ENSP00000380705.3;ENSP00000490945.1;ENSP00000370311.1;ENSP00000490020.1;ENSP00000490864.1;ENSP00000370308.3;ENSP00000490950.1;ENSP00000475362.1;ENSP00000370340.1;ENSP00000475813.2;ENSP00000380711.2;	4781
TFAP2D	ENSG00000008197	AP-2	ENSP00000008391.4;	83741
ZNF334	ENSG00000198185	zf-C2H2	ENSP00000485779.1;ENSP00000484362.1;ENSP00000510334.1;ENSP00000255129.5;ENSP00000402582.1;ENSP00000473194.1;	55713
NR2F1	ENSG00000175745	RXR-like	ENSP00000495740.1;ENSP00000481517.1;ENSP00000325819.3;	
XBP1	ENSG00000100219	TF_bZIP	ENSP00000343155.5;ENSP00000384295.3;ENSP00000216037.6;ENSP00000385162.3;	7494
ZNF880	ENSG00000221923	zf-C2H2	ENSP00000406318.2;	400713
MIXL1	ENSG00000185155	Homeobox	ENSP00000442439.1;ENSP00000355775.4;	83881
DMRTB1	ENSG00000143006	DM	ENSP00000360500.3;	63948
MEOX2	ENSG00000106511	Homeobox	ENSP00000262041.5;	
ELK3	ENSG00000111145	ETS	ENSP00000446806.1;ENSP00000228741.3;ENSP00000449430.1;ENSP00000447857.1;	2004
IRX5	ENSG00000176842	Homeobox	ENSP00000316250.5;ENSP00000378132.4;	10265
ZNF562	ENSG00000171466	zf-C2H2	ENSP00000293648.3;ENSP00000464716.1;ENSP00000410734.1;	54811
SIX3	ENSG00000138083	Homeobox	ENSP00000260653.3;	
ATF3	ENSG00000162772	TF_bZIP	ENSP00000432208.1;ENSP00000483576.1;ENSP00000355948.4;ENSP00000355954.2;ENSP00000355950.1;ENSP00000344352.4;ENSP00000355952.2;ENSP00000480606.1;ENSP00000336908.4;	467
ZSCAN12	ENSG00000158691	zf-C2H2	ENSP00000354305.1;ENSP00000380039.3;ENSP00000507347.1;	9753
ZNF101	ENSG00000181896	zf-C2H2	ENSP00000400952.2;ENSP00000319716.5;ENSP00000468049.1;ENSP00000466744.1;	94039
ZNF587B	ENSG00000269343	zf-C2H2	ENSP00000392410.2;ENSP00000499083.2;ENSP00000469623.1;ENSP00000472004.1;	100293516
HDX	ENSG00000165259	Homeobox	ENSP00000423670.2;ENSP00000362272.2;ENSP00000297977.5;	139324
ZNF569	ENSG00000196437	zf-C2H2	ENSP00000325018.5;ENSP00000466221.2;ENSP00000375992.2;ENSP00000375993.2;	148266
