trait_code	trait_abbr	trait	ICD10	type	meta_id	mesh_term	mesh_id	category	sample_size	n_case	n_control	popu	pmid	cohort	author	url	index
CAUSALdb_KODOSAD_PE04921_8231	KODOSAD_PE04921	K31 Other diseases of stomach and duodenum			PE04921	Gastrointestinal Diseases	D005767		420531.0	9835.0	410696.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8231
CAUSALdb_Depression_PE05786_8232	Depression_PE05786	Depression			PE05786	Depression	D003863		370457.0	527.0	369930.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8232
CAUSALdb_HDML_GD01737_8233	HDML_GD01737	HLA DR++ monocyte %leukocyte			GD01737	HLA-DR Antigens	D006684		3595.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8233
CAUSALdb_FFOISMD_AT189_8234	FFOISMD_AT189	F00-F09 Organic, including symptomatic, mental disorders			AT189	Mental Disorders	D001523		452264.0	1718.0	450546.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8234
CAUSALdb_NAC_F900828_8235	NAC_F900828	Narcolepsy and cataplexy			F900828	Narcolepsy	D009290		288013.0	176.0	287837.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8235
CAUSALdb_CACDTCL_GD01325_8236	CACDTCL_GD01325	CD8+ and CD8dim T cell %leukocyte			GD01325	T-Lymphocytes	D013601		3668.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8236
CAUSALdb_PAM_GD00214_8237	PAM_GD00214	physical activity measurement			GD00214	Exercise	D015444		350492.0	124842.0	225650.0	EUR	29899525	CAUSALdb	Klimentidis YC. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8237
CAUSALdb_FODMILW_GA112_8238	FODMILW_GA112	Frequency of depressed mood in last 2 weeks			GA112	Personality	D010551		370017.0			UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8238
CAUSALdb_HAU_FG01837_8239	HAU_FG01837	Hearing aid user			FG01837	Hearing Aids	D006310		276380.0	13905.0	262475.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8239
CAUSALdb_TMCNT_FG04757_8240	TMCNT_FG04757	Treatment/medication code: noriday tablet			FG04757	Contraceptives, Oral, Synthetic	D003280		247508.0	342.0	247166.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8240
CAUSALdb_VOGMISTGADL_FG01636_8241	VOGMISTGADL_FG01636	Volume of grey matter in Superior Temporal Gyrus, anterior division (left)			FG01636	Temporal Lobe	D013702		13627.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8241
CAUSALdb_NDAP_MR33365_8243	NDAP_MR33365	Nitrogen dioxide air pollution; 2010			MR33365	Air Pollution	D000397		456380.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8243
CAUSALdb_WBWM_PA00058_8245	WBWM_PA00058	Whole body water mass			PA00058	Body Water	D001834		6458.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8245
CAUSALdb_MRIR_PE04419_8246	MRIR_PE04419	6mm regularity index (right)			PE04419	Optometry	D009907		47177.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8246
CAUSALdb_ABIAEGAFAAS_DB670_8247	ABIAEGAFAAS_DB670	Ankle-brachial index (at exam 7, GEE, adjusted for age and sex)			DB670	Ankle Brachial Index	D055109		982.0			EUR	17903303	CAUSALdb	Fox CS. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8247
CAUSALdb_MTDPPR_FG02020_8248	MTDPPR_FG02020	Mouth/teeth dental problems: PHESANT recoding			FG02020	Dental Caries	D003731		454565.0	275220.0	179345.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8248
CAUSALdb_STNRUS_PA00618_8250	STNRUS_PA00618	Spread type: Never/rarely use spread			PA00618	Disease Transmission, Infectious	D018562		419501.0	42617.0	376884.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8250
CAUSALdb_FVCF_BE329_8251	FVCF_BE329	Forced vital capacity (FVC)			BE329	Vital Capacity	D014797		329404.0			UKB	Nealelab	CAUSALdb	Nealelab. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8251
CAUSALdb_TMCBT_PE00871_8252	TMCBT_PE00871	Treatment/medication code: brimonidine tartrate			PE00871	Brimonidine Tartrate	D000068438		420473.0	105.0	420368.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8252
CAUSALdb_TMCL_FG05137_8253	TMCL_FG05137	Treatment/medication code: liothyronine			FG05137	Thyroid Hormones	D013963		456276.0	107.0	456169.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8253
CAUSALdb_SORWGDMM_FG03707_8254	SORWGDMM_FG03707	Size of rose wine glass drunk: medium (175ml)			FG03707	Serving Size	D064788		64001.0	960.0	63041.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8254
CAUSALdb_OPMOWROFOJOT_PE02887_8255	OPMOWROFOJOT_PE02887	Operative procedures - main OPCS4: W59.6 Revision of fusion of joint of toe			PE02887	Surgical Procedures, Operative	D013514		420531.0	155.0	420376.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8255
CAUSALdb_CBL_GD02085_8256	CBL_GD02085	Cystatin-B levels			GD02085	Cystatin B	D055313		21758.0			EUR	33067605	CAUSALdb	Folkersen L. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8256
CAUSALdb_TMCVMI_GA429_8257	TMCVMI_GA429	Treatment/medication code: ventolin 100micrograms inhaler			GA429	Self Care	D012648		280443.0	10902.0	269541.0	UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8257
CAUSALdb_DSIKDHWOOG_MR36514_8258	DSIKDHWOOG_MR36514	Diagnoses - secondary ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene			MR36514	Hernia, Diaphragmatic	D006548		463010.0	14326.0	448684.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8258
CAUSALdb_EHPFOSOD_FG03041_8259	EHPFOSOD_FG03041	Ever had prolonged feelings of sadness or depression			FG03041	Depression	D003863		147396.0	80825.0	66571.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8259
CAUSALdb_BD_GCST90038652_8260	BD_GCST90038652	Bone disorder			GCST90038652	Bone Diseases	D001847		484598.0	10730.0	473868.0	UKB	33959723	CAUSALdb	Dönertaş HM. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8260
CAUSALdb_COICBC_GD01592_8261	COICBC_GD01592	CD25 on IgD+ CD24+ B cell			GD01592	Chemokines	D018925		3657.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8261
CAUSALdb_VAOSII_F900081_8262	VAOSII_F900081	Viral and other specified intestinal infections			F900081	Intestinal Diseases	D007410		344009.0	7613.0	336396.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8262
CAUSALdb_Hematocrit_GD01097_8263	Hematocrit_GD01097	Hematocrit			GD01097	Erythrocyte Indices	D004909		9301.0			AMR	32888493	CAUSALdb	Chen MH. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8263
CAUSALdb_IOMHD_PE01452_8264	IOMHD_PE01452	Illnesses of mother: Heart disease			PE01452	Family Health	D005192		387979.0	77857.0	310122.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8264
CAUSALdb_NARTIBTIMSATIAI_GCST90093333_8265	NARTIBTIMSATIAI_GCST90093333	Neutralising antibody response to interferon beta therapy in multiple sclerosis (antibody titre; IFNβ-1a intramuscular)			GCST90093333	Interferon beta-1a	D000068556		591.0			EUR	33143745	CAUSALdb	Andlauer TFM. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8265
CAUSALdb_LOUN_F900857_8266	LOUN_F900857	Lesion of ulnar nerve			F900857	Ulnar Nerve	D014459		334528.0	4151.0	330377.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8266
CAUSALdb_OMDDTBDADATPD_F900691_8267	OMDDTBDADATPD_F900691	Other mental disorders due to brain damage and dysfunction and to physical disease			F900691	Nervous System Diseases	D009422		359683.0	3023.0	356660.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8267
CAUSALdb_DODFHRTTONPGWYPDAE_MR07845_8268	DODFHRTTONPGWYPDAE_MR07845	Destinations on discharge from hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E			MR07845	Disabled Persons	D006233		461036.0	6653.0	454383.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8268
CAUSALdb_NOOWBM_MR05319_8269	NOOWBM_MR05319	Number of oatcakes with  butter/margarine			MR05319	Margarine	D008383		64949.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8269
CAUSALdb_dermatology_AT309_8270	dermatology_AT309	dermatology			AT309	Dermatology	D003880		452264.0	19048.0	433216.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8270
CAUSALdb_OPMOLAOFA_PE02353_8271	OPMOLAOFA_PE02353	Operative procedures - main OPCS4: L63.4 Arteriography of femoral artery			PE02353	Surgical Procedures, Operative	D013514		420531.0	577.0	419954.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8271
CAUSALdb_MLIFCSTOFSL_FG01158_8272	MLIFCSTOFSL_FG01158	Mean L2 in fornix cres+stria terminalis on FA skeleton (left)			FG01158	Fornix, Brain	D020712		12101.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8272
CAUSALdb_PWPGWRKP_MR02533_8273	PWPGWRKP_MR02533	PCT where patients GP was registered: KNOWSLEY PCT			MR02533	Thrombasthenia	D013915		463010.0	1492.0	461518.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8273
CAUSALdb_MB_OT018_8274	MB_OT018	Mature B			OT018	B-Lymphocytes	D001402		669.0			EUR	25772697	CAUSALdb	Roederer M. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8274
CAUSALdb_SBI_MR35776_8275	SBI_MR35776	Savoury biscuits intake			MR35776	Energy Intake	D002149		64949.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8275
CAUSALdb_Tinnitus_GA214_8276	Tinnitus_GA214	Tinnitus			GA214	Tinnitus	D014012		126851.0			UKB	31427789	CAUSALdb	CTGLAB. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8276
CAUSALdb_CEISH_MR40050_8277	CEISH_MR40050	Cholesteryl esters in small HDL			MR40050	Cholesterol Esters	D002788		115078.0			UKB	IEU-UKB	CAUSALdb	Borges CM. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8277
CAUSALdb_TDAFB_GD09427_8278	TDAFB_GD09427	Type 2 diabetes (adjusted for BMI)			GD09427	Diabetes Mellitus, Type 2	D003924		298957.0	48286.0	250671.0	UKB	29632382	CAUSALdb	Mahajan A. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8278
CAUSALdb_RSS_PE06076_8279	RSS_PE06076	Raynaud's syndrome			PE06076	Raynaud Disease	D011928		410075.0	1510.0	408565.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8279
CAUSALdb_HODE_F901350_8280	HODE_F901350	Hypoplasia of dental enamel			F901350	Dental Enamel Hypoplasia	D003744		376906.0	218.0	376688.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8280
CAUSALdb_OCHPSBOP_MR33561_8281	OCHPSBOP_MR33561	Operation code: haemorroidectomy / piles surgery/ banding of piles			MR33561	Colorectal Surgery	D003107		462933.0	8266.0	454667.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8281
CAUSALdb_COCTC_GD01453_8282	COCTC_GD01453	CD3 on CD4+ T cell			GD01453	Chemokines	D018925		2919.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8282
CAUSALdb_CD_GCST90086054_8283	CD_GCST90086054	Cardiovascular disease			GCST90086054	Cardiovascular Diseases	D002318		56637.0	15009.0	41628.0	EUR	33893285	CAUSALdb	Guindo-Martínez M. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8283
CAUSALdb_AFMR_PA00332_8284	AFMR_PA00332	Arm fat mass (right)			PA00332	Body Fat Distribution	D050218		8658.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8284
CAUSALdb_HZWNSC_PE05470_8285	HZWNSC_PE05470	Herpes zoster with nervous system complications			PE05470	Herpes Zoster	D006562		413622.0	126.0	413496.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8285
CAUSALdb_fluoxetine_PA00548_8286	fluoxetine_PA00548	fluoxetine			PA00548	Fluoxetine	D005473		8876.0	259.0	8617.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8286
CAUSALdb_ODOUS_F901957_8287	ODOUS_F901957	Other diseases of urinary system			F901957	Urinary Bladder Diseases	D001745		377277.0	49276.0	328001.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8287
CAUSALdb_BPRFLJY_PE01781_8288	BPRFLJY_PE01781	Breathing problems responsible for leaving job: Yes			PE01781	Respiratory Tract Diseases	D012140		105483.0	487.0	104996.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8288
CAUSALdb_TMCXMC_FG04701_8289	TMCXMC_FG04701	Treatment/medication code: xenical 120mg capsule			FG04701	Anti-Obesity Agents	D019440		456276.0	407.0	455869.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8289
CAUSALdb_OPSOZLSO_MR01657_8290	OPSOZLSO_MR01657	Operative procedures - secondary OPCS: Z94.3 Left sided operation			MR01657	Surgical Procedures, Operative	D013514		463010.0	92569.0	370441.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8290
CAUSALdb_MMIFOFS_FG01029_8291	MMIFOFS_FG01029	Mean MO in fornix on FA skeleton			FG01029	Fornix, Brain	D020712		12101.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8291
CAUSALdb_WMLITCTR_FG01473_8292	WMLITCTR_FG01473	Weighted-mean L2 in tract corticospinal tract (right)			FG01473	Gyrus Cinguli	D006179		12099.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8292
CAUSALdb_WCCWYA_PE04164_8293	WCCWYA_PE04164	Weight change compared with 1 year ago			PE04164	Body Weight Changes	D001836		413501.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8293
CAUSALdb_MTDPMU_MR25945_8294	MTDPMU_MR25945	Mouth/teeth dental problems: Mouth ulcers			MR25945	Oral Ulcer	D019226		461113.0	47102.0	414011.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8294
CAUSALdb_HCNBGO_FG00219_8295	HCNBGO_FG00219	Hair colour (natural, before greying): Other			FG00219	Hair	D006197		455164.0	5734.0	449430.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8295
CAUSALdb_VOGMITPL_FG01634_8296	VOGMITPL_FG01634	Volume of grey matter in Temporal Pole (left)			FG01634	Spindle Pole Bodies	D064048		13627.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8296
CAUSALdb_CMCTCCTC_GD01774_8297	CMCTCCTC_GD01774	Central Memory CD4+ T cell %CD4+ T cell			GD01774	CD4-Positive T-Lymphocytes	D015496		3427.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8297
CAUSALdb_PAPC_GCST90061423_8298	PAPC_GCST90061423	Physical activity (Principal component 2)			GCST90061423	Principal Component Analysis	D025341		88411.0			UKB	35043453	CAUSALdb	Qi G. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8298
CAUSALdb_STFDUMMTO_FG00586_8299	STFDUMMTO_FG00586	Substances taken for depression: Unprescribed medication (more than once)			FG00586	Depression	D003863		147396.0	5170.0	142226.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8299
CAUSALdb_GSM_GD03517_8300	GSM_GD03517	grip strength measurement			GD03517	Hand Strength	D018737		256523.0	20335.0	236188.0	EUR	33510174	CAUSALdb	Jones G. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8300
CAUSALdb_OPMOFBOLOG_PE02130_8301	OPMOFBOLOG_PE02130	Operative procedures - main OPCS4: F20.3 Biopsy of lesion of gingiva			PE02130	Surgical Procedures, Operative	D013514		420531.0	228.0	420303.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8301
CAUSALdb_OPMOWEROLBFJN_PE02933_8302	OPMOWEROLBFJN_PE02933	Operative procedures - main OPCS4: W86.1 Endoscopic removal of loose body from joint NEC			PE02933	Surgical Procedures, Operative	D013514		420531.0	166.0	420365.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8302
CAUSALdb_WWI_FG00044_8303	WWI_FG00044	White wine intake			FG00044	Energy Intake	D002149		64001.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8303
CAUSALdb_Potassium_OT249_8304	Potassium_OT249	Potassium			OT249	Potassium	D011188		132938.0			EAS	29403010	CAUSALdb	Kanai M. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8304
CAUSALdb_TMCS_FG04367_8306	TMCS_FG04367	Treatment/medication code: sulfasalazine			FG04367	Sulfasalazine	D012460		456276.0	866.0	455410.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8306
CAUSALdb_OCRORUBCCB_PE01229_8307	OCRORUBCCB_PE01229	Operation code: removal of rodent ulcer / basal cell carcinoma (bcc)			PE01229	Carcinoma, Basal Cell	D002280		420473.0	1006.0	419467.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8307
CAUSALdb_COBNUON_PE01514_8308	COBNUON_PE01514	Country of Birth (non-UK origin): Nigeria			PE01514	Nigeria	D009549		11618.0	109.0	11509.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8308
CAUSALdb_WCDWEODSATSOWOAD_PE01635_8309	WCDWEODSATSOWOAD_PE01635	Weight change during worst episode of depression: Stayed about the same or was on a diet			PE01635	Weight Loss	D015431		65451.0	26489.0	38962.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8309
CAUSALdb_TMCA_FG03519_8310	TMCA_FG03519	Treatment/medication code: amlodipine			FG03519	Self Care	D012648		456276.0	18435.0	437841.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8310
CAUSALdb_TMCFMANS_PE00668_8311	TMCFMANS_PE00668	Treatment/medication code: flixonase 50micrograms aqueous nasal spray			PE00668	Nasal Sprays	D059085		420473.0	1659.0	418814.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8311
CAUSALdb_SS_F901803_8312	SS_F901803	Systemic sclerosis			F901803	Scleroderma, Systemic	D012595		366152.0	619.0	365533.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8312
CAUSALdb_FAOPDC_GD01553_8313	FAOPDC_GD01553	FSC-A on plasmacytoid Dendritic Cell			GD01553	Chemokines	D018925		2872.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8313
CAUSALdb_TFWTFC_FG01846_8314	TFWTFC_FG01846	Time from waking to first cigarette			FG01846	Cigarette Smoking	D000073865		32704.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8314
CAUSALdb_TICALVP_LD193_8315	TICALVP_LD193	Triglycerides in chylomicrons and largest vLDL particles			LD193	Cholesterol, VLDL	D015243		21540.0			EUR	27005778	CAUSALdb	Kettunen. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8315
CAUSALdb_NOCSDCPACS_PE04528_8316	NOCSDCPACS_PE04528	Number of cigarettes smoked daily, combined previous and current smoking			PE04528	Smoking	D012907		128434.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8316
CAUSALdb_PPAR_PA01270_8317	PPAR_PA01270	Pulse pressure, automated reading			PA01270	Blood Pressure	D001794		1541.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8317
CAUSALdb_FRDD_AT512_8319	FRDD_AT512	F33 Recurrent depressive disorder			AT512	Depressive Disorder	D003866		452264.0	792.0	451472.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8319
CAUSALdb_MFICPOFSR_FG00943_8320	MFICPOFSR_FG00943	Mean FA in cerebral peduncle on FA skeleton (right)			FG00943	Cerebral Peduncle	D065850		12101.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	8320
