trait	trait_abbr	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
Rapidly progressive nephritic syndrome	N14_RAPIDPROGNEPHRITIC	XIV Diseases of the genitourinary system (N14_)	70	65.0	446969	0	0.0	0.43277	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_RAPIDPROGNEPHRITIC.FINEMAP.snp.bgz
Inflammatory diseases of prostate (prostatitis)	N14_PROSTATITIS	XIV Diseases of the genitourinary system (N14_)	4743	4160.0	141300	0	0.0	1.0436	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_PROSTATITIS.FINEMAP.snp.bgz
Premenstrual syndrome	N14_PREMENSTSYNDROM	XIV Diseases of the genitourinary system (N14_)	375	295.0	119468	0	1.0	0.83992	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_PREMENSTSYNDROM.FINEMAP.snp.bgz
Postmenopausal atrophic vaginitis	N14_POSTMENATRVAG	XIV Diseases of the genitourinary system (N14_)	9484	6543.0	119468	0	0.0	1.0651	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_POSTMENATRVAG.FINEMAP.snp.bgz
Ovarian hyperstimulation (induction)	N14_OVAR_HYPERSTIM	XIV Diseases of the genitourinary system (N14_)	547	487.0	237898	0	1.0	0.91783	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OVAR_HYPERSTIM.FINEMAP.snp.bgz
Other disorders of penis	N14_OTHPENIS	XIV Diseases of the genitourinary system (N14_)	3373	2921.0	141300	0	0.0	1.0351	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHPENIS.FINEMAP.snp.bgz
Other noninflammatory disorders of vulva and perineum	N14_OTHNONINFVULV	XIV Diseases of the genitourinary system (N14_)	3392	2983.0	119468	0	0.0	1.0411	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHNONINFVULV.FINEMAP.snp.bgz
Other noninflammatory disorders of vagina	N14_OTHNONINFVAG	XIV Diseases of the genitourinary system (N14_)	2925	2589.0	119468	0	0.0	1.0344	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHNONINFVAG.FINEMAP.snp.bgz
Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament	N14_OTHNONINFOVA	XIV Diseases of the genitourinary system (N14_)	959	855.0	119468	0	0.0	0.98706	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHNONINFOVA.FINEMAP.snp.bgz
Other inflammation of vagina/vulva	N14_OTHINFVAGVULV	XIV Diseases of the genitourinary system (N14_)	1255	1109.0	226439	0	0.0	1.008	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHINFVAGVULV.FINEMAP.snp.bgz
Other specified disorders of kidney and ureter	N14_OTHETNASKIDUR	XIV Diseases of the genitourinary system (N14_)	1043	948.0	449432	0	0.0	0.98192	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHETNASKIDUR.FINEMAP.snp.bgz
Other disorders of male genital organs	N14_OTHDISMALEGEN	XIV Diseases of the genitourinary system (N14_)	1252	1053.0	141300	0	0.0	0.99445	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHDISMALEGEN.FINEMAP.snp.bgz
Other disorders of  bladder	N14_OTHBLADD	XIV Diseases of the genitourinary system (N14_)	4194	3801.0	368973	0	0.0	1.031	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHBLADD.FINEMAP.snp.bgz
Orchitis and epididymitis	N14_ORHCEPINDIDYMITIS	XIV Diseases of the genitourinary system (N14_)	3320	2954.0	141300	0	0.0	1.0369	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ORHCEPINDIDYMITIS.FINEMAP.snp.bgz
Oligomenorrhoea	N14_OLIGOMEN	XIV Diseases of the genitourinary system (N14_)	1304	1150.0	119468	0	0.0	1.0113	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OLIGOMEN.FINEMAP.snp.bgz
Other obstructive and reflux uropathy	N14_OBSTRUREFLUROPATH	XIV Diseases of the genitourinary system (N14_)	4705	4211.0	406534	0	1.0	1.0228	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OBSTRUREFLUROPATH.FINEMAP.snp.bgz
Hereditary nephropathy, not elsewhere classified	N14_NEPHROPATHYHER	XIV Diseases of the genitourinary system (N14_)	84	78.0	446969	0	0.0	0.45766	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_NEPHROPATHYHER.FINEMAP.snp.bgz
Unspecified nephritic syndrome	N14_NEPHRITICNAS	XIV Diseases of the genitourinary system (N14_)	716	652.0	446969	0	1.0	0.9553	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_NEPHRITICNAS.FINEMAP.snp.bgz
Male infertility	N14_MALEINFERT	XIV Diseases of the genitourinary system (N14_)	1640	1429.0	141300	0	1.0	1.031	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_MALEINFERT.FINEMAP.snp.bgz
Disorders of male genital organs in diseases classified elsewhere	N14_MALEGENINOTH	XIV Diseases of the genitourinary system (N14_)	192	154.0	141300	0	0.0	0.67028	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_MALEGENINOTH.FINEMAP.snp.bgz
Haematosalpinx/Haematoma of broad ligament	N14_MAEMABROAD	XIV Diseases of the genitourinary system (N14_)	61	58.0	119468	0	0.0	0.38819	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_MAEMABROAD.FINEMAP.snp.bgz
Other disorders of kidney and ureter	N14_KIDUROTH	XIV Diseases of the genitourinary system (N14_)	4301	3862.0	449432	0	0.0	1.0212	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_KIDUROTH.FINEMAP.snp.bgz
Inflammatory disease of uterus	N14_INFLUTH	XIV Diseases of the genitourinary system (N14_)	5370	4822.0	226439	0	0.0	1.0387	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_INFLUTH.FINEMAP.snp.bgz
Inflammatory disorders of breast	N14_INFLAMMBREAST	XIV Diseases of the genitourinary system (N14_)	2167	1880.0	233585	0	1.0	1.0248	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_INFLAMMBREAST.FINEMAP.snp.bgz
Inflammatory disorders of male genital organs, not elsewhere classified	N14_INFLAMALEGEN	XIV Diseases of the genitourinary system (N14_)	437	388.0	141300	0	1.0	0.86907	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_INFLAMALEGEN.FINEMAP.snp.bgz
Inflammatory disease of cervix uteri	N14_INFCERVIX	XIV Diseases of the genitourinary system (N14_)	2195	2009.0	226439	0	0.0	1.0199	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_INFCERVIX.FINEMAP.snp.bgz
Impotence	N14_IMPOTENCE	XIV Diseases of the genitourinary system (N14_)	1698	1408.0	141300	0	0.0	1.0147	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_IMPOTENCE.FINEMAP.snp.bgz
Habitual aborter	N14_HABITABORT	XIV Diseases of the genitourinary system (N14_)	732	651.0	119468	0	0.0	0.95823	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_HABITABORT.FINEMAP.snp.bgz
Other disorders of the genitourinary system	N14_GENITOUROTH	XIV Diseases of the genitourinary system (N14_)	4363	3931.0	449370	0	1.0	1.0391	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_GENITOUROTH.FINEMAP.snp.bgz
Female infertility, uterine origin	N14_FIUTERINE	XIV Diseases of the genitourinary system (N14_)	130	114.0	119468	0	0.0	0.57002	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_FIUTERINE.FINEMAP.snp.bgz
Female infertility, tubal origin	N14_FITUB	XIV Diseases of the genitourinary system (N14_)	1843	1647.0	119468	0	0.0	1.0288	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_FITUB.FINEMAP.snp.bgz
Female pelvic inflammatory disorders in diseases classified elsewhere	N14_FEMPELINFINOTH	XIV Diseases of the genitourinary system (N14_)	122	108.0	226439	0	0.0	0.5553	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_FEMPELINFINOTH.FINEMAP.snp.bgz
Fistulae involving female genital tract	N14_FEMGENFISTUL	XIV Diseases of the genitourinary system (N14_)	529	472.0	119468	0	0.0	0.91279	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_FEMGENFISTUL.FINEMAP.snp.bgz
Dysplastic lesion of unknown severity in the cervix uteri, vagina or vulva	N14_FEMALE_GENITAL_DYSPLASIA_NOS	XIV Diseases of the genitourinary system (N14_)	399	342.0	254219	0	0.0	0.84603	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_FEMALE_GENITAL_DYSPLASIA_NOS.FINEMAP.snp.bgz
Inflammatory diseases of female pelvic organs	N14_FEMALEGENINF	XIV Diseases of the genitourinary system (N14_)	28179	24948.0	226439	0	0.0	1.0685	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_FEMALEGENINF.FINEMAP.snp.bgz
Erosion and ectropion of cervix uteri	N14_EROSECTROPUT	XIV Diseases of the genitourinary system (N14_)	980	889.0	119468	0	1.0	0.98768	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_EROSECTROPUT.FINEMAP.snp.bgz
Endometriosis in cutaneous scar	N14_ENDOMETRIOSIS_SKIN_SCAR	XIV Diseases of the genitourinary system (N14_)	106	90.0	119468	0	0.0	0.53166	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS_SKIN_SCAR.FINEMAP.snp.bgz
Endometriosis of fallopian tube	N14_ENDOMETRIOSIS_FALLOPIAN_TUBE	XIV Diseases of the genitourinary system (N14_)	262	239.0	119468	0	0.0	0.75348	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS_FALLOPIAN_TUBE.FINEMAP.snp.bgz
Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions	N14_DRUGSANDHEAVYMETAL	XIV Diseases of the genitourinary system (N14_)	90	85.0	406534	0	0.0	0.48542	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_DRUGSANDHEAVYMETAL.FINEMAP.snp.bgz
Disorders resulting from impaired renal tubular function	N14_DISIMPAIRRENTUB	XIV Diseases of the genitourinary system (N14_)	1055	952.0	449432	0	1.0	0.9879	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_DISIMPAIRRENTUB.FINEMAP.snp.bgz
Chronic nephritic syndrome	N14_CHRONEPHROPATH	XIV Diseases of the genitourinary system (N14_)	1307	1191.0	446969	0	1.0	1.008	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_CHRONEPHROPATH.FINEMAP.snp.bgz
Dysplastic lesion of unknown severity of the cervix uteri	N14_CERVICAL_DYSPLASIA_NOS	XIV Diseases of the genitourinary system (N14_)	326	278.0	254292	0	0.0	0.79696	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_CERVICAL_DYSPLASIA_NOS.FINEMAP.snp.bgz
Other disorders of breast	N14_BREASTDISOTH	XIV Diseases of the genitourinary system (N14_)	4440	3802.0	233585	0	0.0	1.0286	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_BREASTDISOTH.FINEMAP.snp.bgz
Acquired atrophy of ovary and fallopian tube	N14_ATROPHOV	XIV Diseases of the genitourinary system (N14_)	87	81.0	119468	0	0.0	0.48405	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ATROPHOV.FINEMAP.snp.bgz
Amenorrhoea	N14_AMENORRHEAPRIM	XIV Diseases of the genitourinary system (N14_)	2768	2471.0	119468	0	2.0	1.031	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_AMENORRHEAPRIM.FINEMAP.snp.bgz
Acute renal failure	N14_ACUTERENFAIL	XIV Diseases of the genitourinary system (N14_)	7360	6429.0	436208	0	1.0	1.0308	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ACUTERENFAIL.FINEMAP.snp.bgz
Acute nephritic syndrome	N14_ACUTENEPHRITIC	XIV Diseases of the genitourinary system (N14_)	698	634.0	446969	0	0.0	0.94975	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ACUTENEPHRITIC.FINEMAP.snp.bgz
Migraine, unspecified, drug-induced	MIGRAINE_UNSPE	VI Diseases of the nervous system (G6_)	225	205.0	453508	0	0.0	0.70649	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MIGRAINE_UNSPE.FINEMAP.snp.bgz
Meningitis	MENINGITIS	Comorbidities of Neurological endpoints	1684	1543.0	449719	0	0.0	1.0102	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MENINGITIS.FINEMAP.snp.bgz
Maternal care for (suspected) damage to fetus from alcohol	MATERNCAREFETUSALCO	Alcohol related diseases	105	95.0	453628	0	0.0	0.5044	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MATERNCAREFETUSALCO.FINEMAP.snp.bgz
Degenerative macular diseases, drug-induced	MACULA_NAS_ADVERSE	VII Diseases of the eye and adnexa (H7_)	101	86.0	453632	0	0.0	0.49259	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MACULA_NAS_ADVERSE.FINEMAP.snp.bgz
Villonodular synovitis (pigmented)	M13_VILLONODULAR	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	262	229.0	287796	0	0.0	0.74967	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_VILLONODULAR.FINEMAP.snp.bgz
Varus deformity, not elsewhere classified	M13_VARUS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	350	318.0	287796	0	1.0	0.81552	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_VARUS.FINEMAP.snp.bgz
Valgus deformity, not elsewhere classified	M13_VALGUS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	249	223.0	287796	0	0.0	0.74854	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_VALGUS.FINEMAP.snp.bgz
Trochanteric bursitis	M13_TROCHANTERICBURSITIS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	4848	4040.0	326530	0	0.0	1.0426	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_TROCHANTERICBURSITIS.FINEMAP.snp.bgz
Tibial collateral bursitis [Pellegrini-Stieda]	M13_TIBIALCOLLATERAL	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	346	290.0	322314	0	0.0	0.80989	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_TIBIALCOLLATERAL.FINEMAP.snp.bgz
Oher contracture of tendon (sheath)	M13_TENDONCONTRACT	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	111	103.0	326530	0	0.0	0.52508	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_TENDONCONTRACT.FINEMAP.snp.bgz
Systemic disorders of connective tissue in diseases classified elsewhere	M13_SYSTCONINOTH	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	127	117.0	439424	0	0.0	0.56266	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SYSTCONINOTH.FINEMAP.snp.bgz
Synovial hypertrophy, not elsewhere classified	M13_SYNOHYPERTROPH	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	333	295.0	326530	0	1.0	0.80697	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SYNOHYPERTROPH.FINEMAP.snp.bgz
Traumatic spondylopathy	M13_SPONDYLOTRAUM	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	79	74.0	322314	0	0.0	0.44148	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPONDYLOTRAUM.FINEMAP.snp.bgz
Spondylopathies in diseases classified elsewhere	M13_SPONDYLOPATHINOTH	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	360	319.0	322314	0	0.0	0.82564	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPONDYLOPATHINOTH.FINEMAP.snp.bgz
Other infective spondylopathies	M13_SPONDYLOINFECTION	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	68	64.0	322314	0	0.0	0.4082	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPONDYLOINFECTION.FINEMAP.snp.bgz
Spinal instabilities	M13_SPININSTAB	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	999	909.0	322314	0	0.0	0.98926	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPININSTAB.FINEMAP.snp.bgz
Spinal enthesopathy	M13_SPINENTHES	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1350	1265.0	322314	0	0.0	1.0092	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPINENTHES.FINEMAP.snp.bgz
Other fusion of spine	M13_SPINEFUSION	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	51		322314	0		0.36216	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPINEFUSION.FINEMAP.snp.bgz
Spinal osteochondrosis	M13_SPINALOSTEOCHON	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	384	352.0	322314	0	0.0	0.84201	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPINALOSTEOCHON.FINEMAP.snp.bgz
Other specified/unspecified soft tissue disorders	M13_SOFTTISSUENAS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1775	1632.0	326530	0	1.0	1.0276	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SOFTTISSUENAS.FINEMAP.snp.bgz
Soft tissue disorders related to use, overuse and pressure	M13_SOFTOVERUSE	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	10730	9206.0	326530	0	1.0	1.0497	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SOFTOVERUSE.FINEMAP.snp.bgz
Short Achilles tendon (acquired)	M13_SHORTACHILLES	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	863	748.0	326530	0	0.0	0.89334	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SHORTACHILLES.FINEMAP.snp.bgz
Relapsing polychondritis	M13_RELAPSPOLYCHONDR	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	63	54.0	445700	0	0.0	0.39591	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_RELAPSPOLYCHONDR.FINEMAP.snp.bgz
Recurrent dislocation and subluxation of joint	M13_RECUDISLOCATIO	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2776	2501.0	287796	0	0.0	1.0321	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_RECUDISLOCATIO.FINEMAP.snp.bgz
Prepatellar bursitis	M13_PREPATELLARBURSITIS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1537	1354.0	326530	0	0.0	1.0079	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_PREPATELLARBURSITIS.FINEMAP.snp.bgz
Other conditions related to polyarteritis nodosa	M13_POYARTOTH	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	77	73.0	439424	0	0.0	0.4376	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_POYARTOTH.FINEMAP.snp.bgz
Postprocedural musculoskeletal disorders, not elsewhere classified	M13_POSTOPMUSCULOSKE	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2165	1903.0	448691	0	0.0	1.0268	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_POSTOPMUSCULOSKE.FINEMAP.snp.bgz
Polyarteritis nodosa and related conditions	M13_POLYARTERETAL	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	439	407.0	439424	0	0.0	0.86227	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_POLYARTERETAL.FINEMAP.snp.bgz
Polyarteritis nodosa	M13_POLNODOSA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	213	199.0	439424	0	0.0	0.68872	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_POLNODOSA.FINEMAP.snp.bgz
