phenotype	phenocode	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda
Other and unspecified types of non-Hodgkin lymphoma (controls excluding all cancers)	CD2_NONHODGKIN_NAS_EXALLC	II Neoplasms from hospital discharges (CD2_)	1312	1171	345118	1	1	1.0048
Myeloid leukaemia (controls excluding all cancers)	CD2_MYELOID_LEUKAEMIA_EXALLC	II Neoplasms from hospital discharges (CD2_)	833	734	345118	1	0	0.96381
Carcinoma in situ of vulva (controls excluding all cancers)	CD2_INSITU_VULVA_EXALLC	II Neoplasms from hospital discharges (CD2_)	227	162	201362	1	0	0.72152
Malignant immunoproliferative diseases (controls excluding all cancers)	CD2_IMMUNOPROLIFERATIVE_EXALLC	II Neoplasms from hospital discharges (CD2_)	278	250	345118	1	1	0.76869
Benign neoplasm: Vagina	CD2_BENIGN_VULVA	II Neoplasms from hospital discharges (CD2_)	399	362	254219	1	0	0.84832
Benign neoplasm: Vulva	CD2_BENIGN_VAGINA	II Neoplasms from hospital discharges (CD2_)	651	594	253967	1	1	0.94246
Other benign neoplasm of uterus: Other parts/unspecified	CD2_BENIGN_UTERUS_NOS	II Neoplasms from hospital discharges (CD2_)	1301	1219	253317	1	0	1.0178
Benign neoplasm: Transverse colon	CD2_BENIGN_TRANSVERSE_COLON	II Neoplasms from hospital discharges (CD2_)	3009	2631	450724	1	0	1.0401
Benign neoplasm: Stomach	CD2_BENIGN_STOMACH	II Neoplasms from hospital discharges (CD2_)	3226	2901	450507	1	2	1.0287
Benign neoplasm: Spinal cord	CD2_BENIGN_SPINAL_CORD	II Neoplasms from hospital discharges (CD2_)	429	391	453304	1	1	0.85943
Benign neoplasm: salivary glands, exclude unknown (D119)	CD2_BENIGN_SALIVARY_KNOWN	II Neoplasms from hospital discharges (CD2_)	2921	2631	450812	1	1	1.0249
Benign neoplasm of major salivary glands	CD2_BENIGN_SALIVARY	II Neoplasms from hospital discharges (CD2_)	3353	3031	450380	1	1	1.0318
Benign neoplasm: Other/unspecified site	CD2_BENIGN_NOS	II Neoplasms from hospital discharges (CD2_)	500	455	453233	1	1	0.88804
Benign neoplasm: Nasopharynx	CD2_BENIGN_NASOPHARYNX	II Neoplasms from hospital discharges (CD2_)	258	238	453475	1	1	0.74769
Benign neoplasm: Other and unspecified parts of mouth	CD2_BENIGN_MOUTH_NOS	II Neoplasms from hospital discharges (CD2_)	1089	998	452644	1	1	0.98632
Melanocytic naevi of scalp and neck	CD2_BENIGN_MELANOCYTIC_SCALPNECK	II Neoplasms from hospital discharges (CD2_)	779	680	452954	1	0	0.96124
Melanocytic naevi of eyelid, including canthus	CD2_BENIGN_MELANOCYTIC_EYELID	II Neoplasms from hospital discharges (CD2_)	291	255	453442	1	0	0.77577
Melanocytic naevi of ear and external auricular canal	CD2_BENIGN_MELANOCYTIC_EAR	II Neoplasms from hospital discharges (CD2_)	180	160	453553	1	1	0.65171
Benign neoplasm: Mediastinum	CD2_BENIGN_MEDIASTINUM	II Neoplasms from hospital discharges (CD2_)	98	86	453635	1	0	0.4915
Benign neoplasm: Liver/bile ducts	CD2_BENIGN_LIVE_BILE	II Neoplasms from hospital discharges (CD2_)	744	640	452989	1	0	0.9535
Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	CD2_BENIGN_LIPO_SKIN_NOS	II Neoplasms from hospital discharges (CD2_)	221	205	453512	1	0	0.70027
Benign lipomatous neoplasm of other sites/unspecified	CD2_BENIGN_LIPO_NOS	II Neoplasms from hospital discharges (CD2_)	3043	2788	450690	1	1	1.0245
Benign neoplasm: Larynx	CD2_BENIGN_LARYNX	II Neoplasms from hospital discharges (CD2_)	1045	972	452688	1	1	0.98222
Benign neoplasm of other and unspecified female genital organs	CD2_BENIGN_FEMALE_GEN_OTH	II Neoplasms from hospital discharges (CD2_)	1393	1261	253225	1	2	1.003
Benign neoplasm: Endocrine pancreas	CD2_BENIGN_ENDOCRINE_PANCREAS	II Neoplasms from hospital discharges (CD2_)	173	150	453560	1	0	0.63783
Benign neoplasm of middle ear and respiratory system	CD2_BENIGN_EAR_RESP	II Neoplasms from hospital discharges (CD2_)	2736	2485	450997	1	0	1.0225
Benign neoplasm: Descending colon	CD2_BENIGN_DESCENDING_COLON	II Neoplasms from hospital discharges (CD2_)	1958	1721	451775	1	1	1.0272
Other benign neoplasm of uterus: Corpus uteri	CD2_BENIGN_CORPUS_UTERI	II Neoplasms from hospital discharges (CD2_)	219	197	254399	1	1	0.71842
Benign neoplasm: Long bones of lower limb	CD2_BENIGN_BONE_LONG_LOWER	II Neoplasms from hospital discharges (CD2_)	1081	949	452652	1	0	0.99165
Benign neoplasm: Bone and articular cartilage, unspecified	CD2_BENIGN_BONE_CARTILAGE_NOS	II Neoplasms from hospital discharges (CD2_)	232	212	453501	1	1	0.70787
Benign neoplasm of bone and articular cartilage	CD2_BENIGN_BONE_CARTILAGE	II Neoplasms from hospital discharges (CD2_)	2965	2629	450768	1	2	1.0129
Benign neoplasm: Bladder	CD2_BENIGN_BLADDER	II Neoplasms from hospital discharges (CD2_)	286	261	453447	1	1	0.77043
Benign neoplasm: Ascending colon	CD2_BENIGN_ASCENDING_COLON	II Neoplasms from hospital discharges (CD2_)	4063	3504	449670	1	2	1.0377
Neuroendocrine tumor and carcinoma of stomach (controls excluding all cancers)	C3_STOMACH_NEUROENDOCRINE_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	145	118	345118	1	1	0.59389
Adenocarcinoma and ductal carcinoma of pancreas (controls excluding all cancers)	C3_PANCREAS_ADENO_DUCTAL_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	1033	731	345118	1	0	0.99427
Mucinous and mucinous cystic tumor (controls excluding all cancers)	C3_OVARY_MUCINO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	141	121	201494	1	0	0.59369
Endometroid carcinoma of ovary (controls excluding all cancers)	C3_OVARY_ENDOMETROID_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	273	241	201494	1	0	0.76261
Non-small cell lung cancer, adenocarcinoma (controls excluding all cancers)	C3_NSCLC_ADENO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	2064	1590	345118	1	1	1.0323
Non-Hodgkin lymphoma, all (controls excluding all cancers)	C3_NONHODGKIN_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	1196	1072	345117	1	0	0.99955
Multiple myeloma (controls excluding all cancers)	C3_MULT_MYELOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	787	623	345105	1	1	0.97101
Marginal zone B-cell lymphoma (controls excluding all cancers)	C3_MARGINAL_ZONE_LYMPHOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	256	202	345118	1	0	0.74608
Waldenstrom macroglobulinemia, lymphoplasmacytic lymphoma (controls excluding all cancers)	C3_MACROGLOBULINEMIA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	120	88	345118	1	1	0.55816
Malignant neoplasm of lip (controls excluding all cancers)	C3_LIP_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	246	219	345118	1	1	0.73449
Liposarcoma (controls excluding all cancers)	C3_LIPOSARCOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	208	170	345118	1	2	0.68185
Malignant neoplasm of corpus uteri (controls excluding all cancers)	C3_CORPUS_UTERI_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	2677	2079	201494	1	0	1.0529
Brain astrocytoma (controls excluding all cancers)	C3_ASTROCYTOMA_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	130	88	345118	1	1	0.57315
Asthma and opportunity respiratory infection	ASTHMA_OPPORTUNIST_INFECTIONS	Asthma and related endpoints	1398	1268	401589	1	2	1.0078
Other specific arthropathies	ARTHRO_SPEC	Rheuma endpoints	748	671	341375	1	1	0.95793
Anosmia	ANOSMIA	Comorbidities of Neurological endpoints	901	801	104642	1	1	0.99002
Use of disulfiram, acamprosate or naltrexone	ALCO_PRESCRIPTION	Alcohol related diseases	3169	2999	450564	1	1	1.0461
Acute alcohol intoxication	ALCOHOLACUTE10	Alcohol related diseases	7829	7000	444506	1	1	1.0637
Alzheimer’s disease (undefined) (more control exclusions)	AD_U_EXMORE	Neurological endpoints	455	437	199505	1	2	0.88046
Zoster [herpes zoster]	AB1_ZOSTER	I Certain infectious and parasitic diseases (AB1_)	6268	5488	435872	1	2	1.0218
Certain zoonotic bacterial diseases	AB1_ZOONOTIC_BACTERIAL	I Certain infectious and parasitic diseases (AB1_)	570	500	453163	1	1	0.89273
Viral warts	AB1_VIRAL_WARTS	I Certain infectious and parasitic diseases (AB1_)	3644	3240	435872	1	3	1.028
Tuberculosis	AB1_TUBERCULOSIS	I Certain infectious and parasitic diseases (AB1_)	2811	2613	450922	1	2	1.0213
Sequelae of infectious and parasitic diseases	AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	I Certain infectious and parasitic diseases (AB1_)	2900	2645	450833	1	1	1.0155
Scabies	AB1_SCABIES	I Certain infectious and parasitic diseases (AB1_)	1462	1244	451769	1	1	1.0171
Rubella [German measles]	AB1_RUBELLA	I Certain infectious and parasitic diseases (AB1_)	1155	1041	435872	1	1	0.99599
Pediculosis, acariasis and other infestations	AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST	I Certain infectious and parasitic diseases (AB1_)	1964	1696	451769	1	3	1.0196
Unspecified parasitic disease	AB1_PARASITIC_NOS	I Certain infectious and parasitic diseases (AB1_)	264	247	451769	1	1	0.75077
Other infectious diseases	AB1_OTHER_INFECTIONS	I Certain infectious and parasitic diseases (AB1_)	2745	2500	450988	1	1	1.0095
Mycoses	AB1_MYCOSES	I Certain infectious and parasitic diseases (AB1_)	10124	8968	443609	1	3	1.0353
Measles	AB1_MEASLES	I Certain infectious and parasitic diseases (AB1_)	395	351	435872	1	0	0.84222
Unspecified human immunodeficiency virus [HIV] disease	AB1_HIV_NOS	I Certain infectious and parasitic diseases (AB1_)	265	252	453198	1	0	0.75005
Herpesviral [herpes simplex] infections	AB1_HERPES_SIMPLEX	I Certain infectious and parasitic diseases (AB1_)	4159	3723	435872	1	1	1.0287
Other sexually transmitted chlamydial diseases	AB1_CHLAMYDIA_OTHER	I Certain infectious and parasitic diseases (AB1_)	2478	2186	440367	1	1	1.0383
Candidiasis	AB1_CANDIDIASIS	I Certain infectious and parasitic diseases (AB1_)	4769	4306	443609	1	0	1.032
Previous suicide attempt	Z21_PREVIOUS_SUICIDE_ATTEMPT	XXI Factors influencing health status and contact with health services (Z21_)	308	283	453425	0	0	0.76655
Asymptomatic human immunodeficiency virus [HIV] infection status	Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS	XXI Factors influencing health status and contact with health services (Z21_)	176	168	436431	0	0	0.63628
Suicide or other Intentional self-harm	VWXY20_SUICI_OTHER_INTENTI_SELF_H	Psychiatric endpoints from Katri Räikkönen	10552	9771	443181	0	2	1.1015
Vocal cord dysfunction	VOCALCORDDYS	COPD and related endpoints	6203	5612	166614	0	2	1.0407
Vitamin deficiency	VIT_DEF	IV Endocrine, nutritional and metabolic diseases (E4_)	1617	1469	424573	0	0	1.02
Viral pneumonia (unknown virus, not influenza)	VIRALPNEUMONAS	Interstitial lung disease endpoints	2174	1683	437371	0	0	1.0154
Viral pneumonia (known virus, not influenza)	VIRALPNEUMOKNOWN	Interstitial lung disease endpoints	626	564	438521	0	0	0.92761
Vascular dementia (sudden onset)	VD_SO	Neurological endpoints	170	157	432207	0	0	0.62656
Vascular dementia (other)	VD_O	Neurological endpoints	160	142	432207	0	0	0.61328
Vaginal lichen planus	VAGINAL_LICHEN_PLANUS	XI Diseases of the digestive system (K11_)	104		453629	0		0.49816
Covid-19 confirmed case	U22_COVID19_CONFIRMED	XXII Codes for special purposes (U22_)	8302	2856	440626	0	0	1.0289
Tracheo-bronchomalasia	TRACHEOBRONCHOMAL	COPD and related endpoints	157	133	166614	0	0	0.61191
Temporomandibular joint disorders	TEMPOROMANDIB	XI Diseases of the digestive system (K11_)	7102	6314	240864	0	1	1.0608
Respiratory tuberculosis	TBC_RESP	I Certain infectious and parasitic diseases (AB1_)	2061	1929	451014	0	0	1.0218
Systemic disorders of connective tissue in diseases classified elsewhere (FG)	SYSTINOTH_FG	Rheuma endpoints	69	61	341375	0	0	0.4261
Adult-onset Still disease	STILL_ADULT	Rheuma endpoints	134	125	410029	0	0	0.5842
Toxic effect of alcohol	ST19_TOXIC_EFFECT_ALCOHOL	Alcohol related diseases	733	662	449536	0	0	0.95384
Fracture of spine, level unspecified	ST19_FRACT_SPINE_LEVEL_UNSPE	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	56		450400	0		0.37987
Fracture of neck	ST19_FRACT_NECK	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	1859	1649	444629	0	0	1.0115
Fractures involving multiple body regions	ST19_FRACT_INVOLVI_MULTIPLE_BODY_REGIONS	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	66	59	452508	0	0	0.39781
Small fibre neuropathy	SFN	Neurological endpoints	786	683	445865	0	0	0.962
Other secondary gonarthrosis	SCND_OTH_KNEEARTHROSIS	Rheuma endpoints	1677	1494	399163	0	0	1.022
Other secondary coxarthrosis	SCND_OTH_COXARTHROSIS	Rheuma endpoints	1054	940	426587	0	0	0.99392
Medical treatment for female infertility	RX_INFERTILITY	Drug purchase endpoints	8249	7469	246369	0	0	1.0472
Biological medicines for asthma	RX_ASTMA_BIOL	Drug purchase endpoints	306	293	453427	0	1	0.77954
Vasomotor rhinitis (mode)	RHINITIS_VASOMOTOR	Comorbidities of Asthma	2479	2221	446539	0	0	1.024
Rheumatoid lung disease	RHEUMAT_LUNG	Rheuma endpoints	111	97	410029	0	0	0.51567
Anorexia	R18_ANOREXIA	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	493	452	453240	0	0	0.8887
Syndactyly	Q17_SYNDACTYLY	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	69	60	450500	0	0	0.41228
Spina bifida	Q17_SPINA_BIFIDA	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	70	61	453006	0	0	0.41982
Renal agenesis and other reduction defects of kidney	Q17_RENAL_AGENE_OTHER_REDUCT_DEFECTS_KIDNEY	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	148	140	451816	0	0	0.58853
Reduction defects of upper limb	Q17_REDUCT_DEFECTS_UPPER_LIMB	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	77	69	450500	0	0	0.43221
Reduction defects of lower limb	Q17_REDUCT_DEFECTS_LOWER_LIMB	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	79	73	450500	0	0	0.43735
Isolated patent ductus arteriosus	Q17_PDA	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	82	72	453651	0	0	0.44612
Other sex chromosome abnormalities, male phenotype, not elsewhere classified	Q17_OTHER_SEX_CHROMOSOME_ABNORMALITI_MALE_PHENOT_NOT_ELSEW_CLASSIFIED	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	59	53	453147	0	0	0.37115
Other congenital musculoskeletal deformities	Q17_OTHER_CONGEN_MUSCULOS_DEFORMITI	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	105	95	450500	0	0	0.50394
Other congenital malformations of urinary system	Q17_OTHER_CONGEN_MALFO_URINARY_SYSTEM	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	149	133	451816	0	0	0.59938
Other congenital malformations of skull and face bones	Q17_OTHER_CONGEN_MALFO_SKULL_FACE_BONES	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	101	91	450500	0	0	0.4788
Other congenital malformations of respiratory system	Q17_OTHER_CONGEN_MALFO_RESPI_SYSTEM	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	54		453192	0		0.36554
Other congenital malformations of peripheral vascular system	Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	411	353	448451	0	0	0.85341
Other congenital malformations, not elsewhere classified	Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	262	228	450595	0	0	0.74313
Other congenital malformations of nervous system	Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	320	276	453006	0	0	0.79202
Other congenital malformations of male genital organs	Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	217	188	450153	0	0	0.68788
Other congenital malformations of limb(s)	Q17_OTHER_CONGEN_MALFO_LIMBS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	250	224	450500	0	0	0.72251
Other congenital malformations of kidney	Q17_OTHER_CONGEN_MALFO_KIDNEY	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	120	104	451816	0	0	0.55291
Other congenital malformations of intestine	Q17_OTHER_CONGEN_MALFO_INTESTINE	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	270	242	452285	0	0	0.75418
Other congenital malformations of female genitalia	Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	303	260	450153	0	0	0.77794
Other congenital malformations of digestive system	Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM2	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	72	62	452285	0	0	0.42764
Other congenital malformations of circulatory system	Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	789	710	448451	0	0	0.95666
Other congenital malformations of brain	Q17_OTHER_CONGEN_MALFO_BRAIN	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	151	137	453006	0	0	0.58315
Monosomies and deletions from the autosomes, not elsewhere classified	Q17_MONOSOMI_DELET_AUTOSOMES_NOT_ELSEW_CLASSIFIED	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	75	66	453147	0	0	0.42694
Hypospadias	Q17_HYPOSPADIAS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	123	115	450153	0	0	0.55174
Ehlers-Danlos syndrome	Q17_EHLER_SYNDR	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	306	268	453427	0	2	0.78675
Down's syndrome	Q17_DOWNS_SYNDR	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	115	109	453147	0	0	0.52774
Craniosynostosis EXCLUDE syndromes	Q17_CRANIOSYNOSTOSIS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	62	57	453671	0	1	0.38806
Congenital obstructive defects of renal pelvis and congenital malformations of ureter	Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	623	550	451816	0	0	0.92523
Congenital musculoskeletal deformities of head, face, spine and chest	Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	386	353	450500	0	1	0.8241
Congenital malformations of uterus and cervix	Q17_CONGEN_MALFO_UTERUS_CERVIX	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	705	621	450153	0	0	0.95972
Congenital malformations of spine and bony thorax	Q17_CONGEN_MALFO_SPINE_BONY_THORAX	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	183	171	450500	0	0	0.64487
